,x,n,rseo,rseo_std,rseo_conf,mre,mre_std,mre_conf,mrs,mrs_std,mrs_conf,opt,opt_std,opt_conf
0,0.0,10.0,57.15384615384615,7.776526150818177,4.5149488172519625,56.46153846153846,6.95959032098136,4.0406466176374956,56.53846153846154,6.752967059194359,3.9206838690619232,57.15384615384615,7.776526150818177,4.5149488172519625
1,1.0,15.0,80.46153846153847,11.244371811528532,6.528334403641234,73.61538461538461,10.973744890559326,6.371211972230404,67.07692307692308,12.189213390408877,7.076896999114211,80.46153846153847,11.244371811528532,6.528334403641234
2,2.0,20.0,115.61538461538461,15.370634673181529,8.923988358322635,99.46153846153847,13.890136696083932,8.064430702242811,84.61538461538461,17.595162505351965,10.2155199638256,115.61538461538461,15.370634673181529,8.923988358322635
3,3.0,25.0,138.53846153846155,11.110170900391113,6.450419119456113,104.61538461538461,15.152219097866277,8.797179147588452,83.3076923076923,15.939388399938768,9.254199292630375,138.53846153846155,11.110170900391113,6.450419119456113
4,4.0,50.0,233.0,18.29845166491781,10.623840401201592,125.76923076923077,20.100389076474144,11.670021565809696,91.92307692307692,20.381615647692318,11.833298014763413,0.0,0.0,0.0
5,5.0,100.0,343.0769230769231,36.768332249508624,21.347210178773768,194.46153846153845,29.113614755000178,16.90298186551944,102.53846153846153,21.558507155395308,12.516585747317166,0.0,0.0,0.0
6,6.0,150.0,387.38461538461536,51.245387534779596,29.752398095572385,212.6153846153846,29.64944761019577,17.214079374727397,110.46153846153847,14.694757481356996,8.531582948933677,0.0,0.0,0.0
7,7.0,200.0,427.6923076923077,46.94213568388322,27.25398666124605,220.15384615384616,19.480101616119946,11.309890823474605,118.0,31.604324598594626,18.34905524640448,0.0,0.0,0.0
