,x,n,rseo,rseo_std,rseo_conf,mre,mre_std,mre_conf,mrs,mrs_std,mrs_conf,opt,opt_std,opt_conf
0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9940203193033382,0.01460353481176274,0.008478620266599249,1.0,0.0,0.0
1,2.0,15.0,1.0,0.0,0.0,0.957691390080286,0.04009879550585256,0.023280833347847675,0.9141657219494049,0.0699593399614915,0.04061747277499115,1.0,0.0,0.0
2,3.0,20.0,1.0,0.0,0.0,0.8311469242158434,0.09714018930709865,0.05639831646082396,0.7541830124679348,0.09704907178471776,0.056345414825578866,1.0,0.0,0.0
3,4.0,25.0,1.0,0.0,0.0,0.7532412481132706,0.07192546522454991,0.04175897924701411,0.6624435407525533,0.1000034757815399,0.05806070293397584,1.0,0.0,0.0
