,x,n,rseo,rseo_std,rseo_conf,mre,mre_std,mre_conf,mrs,mrs_std,mrs_conf,opt,opt_std,opt_conf,partition_dfs,partition_dfs_std,partition_dfs_conf,partition_bfs,partition_bfs_std,partition_bfs_conf,cluster,cluster_std,cluster_conf
0,0.0,10.0,27.384615384615383,6.318471090626032,3.6684212235898292,34.92307692307692,7.3537013181746165,4.269462279815455,34.38461538461539,8.371961752764019,4.860650897411784,40.15384615384615,7.369375299690762,4.278562387361612,34.30769230769231,7.792994881993009,4.524510345998525,27.46153846153846,5.092729860879865,2.956771984820514,31.692307692307693,9.715834287256854,5.640885618220566
