,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,40.0,816.0,4676417.24047682,63.0,3442.0,4177689.4876337014,52.0,1285.0,4896999.396924063,0.0,59.0,3482.0,4291208.987433942,41.0,2510.0,4364442.182246747,39.0,3757108.786639141,1113.0
1,45.0,1702.0,4787121.7525208,68.0,3702.0,4097131.0841944837,43.0,1159.0,4777935.099035023,0.0,52.0,3338.0,4518890.123384558,39.0,3519.0,3503354.2940927995,38.0,5064879.6035889825,992.0
2,37.0,1171.0,3605332.1763757956,61.0,3873.0,3918708.304763877,49.0,1275.0,4922872.807014528,0.0,51.0,3282.0,4458170.98170605,40.0,1429.0,4212781.90682852,76.0,4971351.030955866,2816.0
3,19.0,665.0,4105929.5835558875,50.0,3811.0,4631075.473596651,40.0,1852.0,4863956.248464983,0.0,41.0,3746.0,2475372.684251277,38.0,3461.0,3913817.019549774,19.0,3294588.836058177,886.0
4,29.0,1219.0,3641833.9191823425,53.0,3261.0,4645307.434493261,55.0,2220.0,4901571.501330714,0.0,51.0,2738.0,3567227.4717628807,45.0,3113.0,3017024.729453769,25.0,4066872.1730245017,601.0
5,26.0,994.0,4267527.50824283,27.0,2974.0,4971655.328747636,45.0,2269.0,4765759.996544844,0.0,54.0,3390.0,4858488.387712732,35.0,2621.0,4909046.024205873,26.0,4235867.4552046135,1376.0
6,36.0,1872.0,4175384.7265698807,32.0,3751.0,4894960.3623592295,37.0,2267.0,4768178.095888236,0.0,45.0,3335.0,4627817.90824556,32.0,3009.0,3026099.083581334,27.0,3123539.3448246224,1322.0
7,39.0,1290.0,4573866.950116922,50.0,3877.0,4143897.6901475447,59.0,2704.0,4575021.323023358,0.0,53.0,2654.0,3989696.7299840483,45.0,3326.0,3146225.487029984,29.0,4218814.534561481,988.0
8,20.0,378.0,2948479.995449787,72.0,3452.0,4258230.308472788,55.0,1125.0,4853813.052176893,0.0,64.0,2996.0,4568320.422991335,38.0,2734.0,4070275.224200425,39.0,4482892.57110682,778.0
9,20.0,842.0,3586439.074346873,68.0,3671.0,4805843.302221574,66.0,3427.0,4794463.735528353,0.0,50.0,2600.0,4685893.039953176,46.0,3085.0,2924884.4909442924,29.0,3873499.737841298,1177.0
10,19.0,1118.0,3113345.438617465,54.0,3789.0,4888281.161729237,48.0,2225.0,4946792.502200228,0.0,42.0,3749.0,4625294.411870788,36.0,2521.0,3863275.633874792,29.0,3906197.47998905,1240.0
11,29.0,1297.0,3949163.911274609,67.0,3957.0,4467100.832023308,70.0,3719.0,4657866.21782762,0.0,55.0,3544.0,4494832.707578091,48.0,3198.0,3824842.403314397,35.0,3281576.4037887873,1127.0
12,20.0,555.0,2098531.2284537368,42.0,2520.0,4664523.198125449,31.0,828.0,4905341.667258015,0.0,53.0,3938.0,4288825.938007993,39.0,1976.0,4149108.067920547,38.0,3702127.6167474347,1457.0
