,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,64.0,1713.0,7574977.030878666,123.0,6526.0,9460519.113724146,127.0,3490.0,9837481.43965987,0.0,126.0,7402.0,8753583.315562628,100.0,6828.0,7827228.717130498,110.0,9142691.372053923,2725.0
1,70.0,2053.0,7302264.377444208,121.0,7733.0,8685549.962799804,125.0,3325.0,9763139.431855742,0.0,121.0,7253.0,7931696.90015028,98.0,6269.0,8343125.065559118,102.0,8807575.610288188,2805.0
2,39.0,1343.0,6895351.384370796,136.0,7799.0,7848926.310040596,120.0,3859.0,9681278.145108199,0.0,121.0,7364.0,8089194.492157565,97.0,6492.0,8802019.279320976,96.0,9148690.374450091,2772.0
3,50.0,1546.0,6327505.407107527,119.0,7364.0,9733107.241354946,86.0,3038.0,9660359.385916691,0.0,103.0,7353.0,8213585.027887681,82.0,6011.0,7902606.640635459,75.0,9208840.315333253,1978.0
4,75.0,2652.0,8520038.670727279,128.0,7103.0,9323218.825705605,131.0,5461.0,9948631.818851018,0.0,132.0,7496.0,5794513.338588386,90.0,6420.0,7666935.78826248,79.0,8726928.933996279,2564.0
5,78.0,2328.0,7972907.237886652,131.0,7671.0,9171363.909394441,129.0,3614.0,9882055.41270414,0.0,104.0,6325.0,7267961.094285707,99.0,5895.0,6525132.093824679,90.0,6936209.5132986475,2196.0
6,78.0,2184.0,7098728.020782663,122.0,7646.0,8247260.242438265,130.0,2994.0,9772494.921447167,0.0,140.0,6911.0,6821125.033821651,111.0,6665.0,9725601.447975915,114.0,7849524.06392944,3225.0
7,96.0,2512.0,8918125.325120274,151.0,7077.0,9134213.822877742,125.0,3653.0,9860919.013842072,0.0,122.0,7148.0,6828785.468913873,106.0,4870.0,8248212.981788148,99.0,9742724.885685608,2417.0
8,79.0,2477.0,7963514.17385486,134.0,6925.0,9434745.604733529,110.0,3044.0,9894453.801988076,0.0,126.0,6561.0,7925943.364948863,97.0,4907.0,8421690.607755616,115.0,9038946.307729997,3569.0
9,59.0,1942.0,8910640.480005847,106.0,6848.0,9880767.26303988,104.0,2862.0,9863313.487758944,0.0,135.0,7034.0,9684439.140561156,100.0,7205.0,9072633.169317953,70.0,7524129.901205789,2025.0
10,69.0,1932.0,6553779.086454473,141.0,7859.0,8518113.877466343,167.0,5710.0,9820862.70949825,0.0,113.0,7698.0,8917210.932613421,96.0,6356.0,8734810.803498909,131.0,8871403.087932486,3693.0
11,50.0,1366.0,6853536.669063162,149.0,6426.0,9674039.795671396,132.0,4141.0,9849603.303652225,0.0,120.0,6422.0,6992871.377325568,115.0,6900.0,8725855.829731487,94.0,8936767.497944804,2222.0
12,68.0,2218.0,6596804.934860213,124.0,6623.0,9257566.342530778,96.0,3244.0,9824760.358092079,0.0,105.0,6543.0,8290608.814117721,86.0,6205.0,6881858.601392627,127.0,9615634.590065403,3519.0
