,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,42.0,5668.0,11760254.863715611,41.0,5568.0,10288680.787427418,41.0,4920.0,13172155.438379858,43.0,39.0,5193.0,12049864.181686416,59.0,6016.0,13656489.53427206,37.0,6111795.372244729,4095.0
1,58.0,5348.0,9312339.945759717,58.0,5348.0,7245999.671574118,58.0,5348.0,7770162.345233426,58.0,57.0,4903.0,5900721.55683394,57.0,4749.0,9958095.29054068,57.0,5978490.27190214,4903.0
2,59.0,5624.0,9894409.809924826,58.0,5030.0,8516843.074661676,57.0,4964.0,11726512.037819125,59.0,53.0,5492.0,7285386.811365655,51.0,4661.0,8429351.205258917,50.0,6721726.712280647,4067.0
3,56.0,4314.0,10178523.885688048,57.0,4753.0,12248955.090247802,57.0,4753.0,11668246.087249268,57.0,55.0,4486.0,8441119.383664688,51.0,3928.0,13542834.544216596,49.0,8092876.02333303,3418.0
4,58.0,5659.0,10397065.865577918,57.0,5152.0,10195748.9345397,57.0,5152.0,9767782.968143601,58.0,56.0,5469.0,8905894.274140779,48.0,4718.0,11627661.4492534,51.0,8897090.76238562,4835.0
5,42.0,5271.0,10267277.489166206,38.0,5456.0,10597980.898612926,42.0,5271.0,10147541.900311096,42.0,38.0,5105.0,5919037.045949606,38.0,5123.0,6851783.966942236,37.0,7770551.072660271,5040.0
6,61.0,5055.0,11162017.25416771,61.0,5055.0,10018403.455982005,60.0,4081.0,11627467.036230069,61.0,53.0,4450.0,7535164.120004977,48.0,2461.0,10087128.690549335,60.0,7870009.712949917,4081.0
7,56.0,4924.0,11153352.259658858,56.0,5026.0,11192015.75742828,56.0,4924.0,11740203.95006511,57.0,49.0,4981.0,8145846.483006556,53.0,4416.0,11196311.524480814,42.0,7859348.007149218,3154.0
8,56.0,5034.0,11265948.952765863,56.0,5034.0,10460229.341075446,50.0,4110.0,13213349.967511108,56.0,50.0,4110.0,8773389.767479055,48.0,4073.0,13081480.3727376,50.0,7811929.860132036,4110.0
9,46.0,5100.0,11016842.151771476,46.0,5100.0,9583910.310603231,46.0,5100.0,11297908.218011135,46.0,41.0,4384.0,8070465.856972164,39.0,4661.0,10885298.081948994,45.0,7903549.407336268,4436.0
10,49.0,5773.0,10908307.236421604,44.0,4970.0,7000957.733930757,46.0,5165.0,10572482.492839491,49.0,38.0,5208.0,6092713.081536579,41.0,4362.0,8119383.623872114,44.0,7214021.592467738,5413.0
11,54.0,5187.0,10638366.055755658,54.0,5187.0,10092970.181841161,54.0,5187.0,8923059.694544002,54.0,45.0,4431.0,8130409.547914939,54.0,4773.0,10240368.4203049,47.0,6227714.889883317,3826.0
12,69.0,5601.0,13116726.398984622,66.0,5130.0,10030676.786526864,65.0,4771.0,11478371.266820248,69.0,60.0,5002.0,9420971.24773799,55.0,4498.0,10401705.04710461,66.0,8767612.066594219,5130.0
