,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,29.0,2554.0,4548627.617043817,22.0,2093.0,4486931.267298117,26.0,1963.0,4419877.696017858,34.0,23.0,2155.0,4638078.115574175,22.0,1921.0,4443869.089760184,29.0,4548627.617043817,2554.0
1,39.0,2356.0,4115271.7113371408,45.0,3286.0,4766458.583181075,46.0,3419.0,4895702.390375048,51.0,46.0,3419.0,4266397.698949765,40.0,2883.0,4307478.490543088,51.0,4548318.498631864,3901.0
2,33.0,2064.0,3385015.1918705665,38.0,4018.0,4638370.112094663,29.0,1377.0,4161447.366689953,45.0,43.0,3869.0,4100437.251720354,28.0,2866.0,4661297.831039518,44.0,3954253.271216938,3720.0
3,33.0,2223.0,3351608.6429390376,43.0,3825.0,4569758.301661674,37.0,2296.0,4822438.972149357,47.0,43.0,3273.0,4888470.959164662,25.0,1851.0,2899248.7641184675,40.0,3393911.7425589324,2324.0
4,27.0,2635.0,4306438.866601897,35.0,3367.0,4156308.032385207,36.0,2858.0,4006097.9519858193,38.0,38.0,3231.0,4750492.213570954,23.0,1992.0,3856700.8820793354,28.0,3993174.2674670117,2543.0
5,24.0,2462.0,3124680.8697988624,23.0,4265.0,4055617.8643178064,26.0,4104.0,4579031.459505022,29.0,27.0,3457.0,3533157.23243321,27.0,3457.0,3784552.1174654523,22.0,4279562.701100264,2451.0
6,31.0,979.0,4707304.502652496,37.0,1910.0,4555372.961856263,36.0,1150.0,4873870.4768828545,38.0,29.0,1050.0,4028360.970696254,26.0,2117.0,4232545.5822512545,31.0,4606759.881608415,1427.0
7,28.0,2239.0,3797519.558772501,44.0,3975.0,4737053.8994822325,37.0,2238.0,4367565.024834005,40.0,40.0,2669.0,4181273.354062693,27.0,2494.0,3947002.160655479,27.0,4923397.152341982,2443.0
8,24.0,1589.0,4581728.134830637,29.0,2188.0,4486174.242359977,33.0,1910.0,4600310.208563216,33.0,28.0,2331.0,4253168.362971163,23.0,1180.0,4045406.358864315,15.0,3684658.6394946957,1412.0
9,16.0,566.0,2899902.8840767634,40.0,4308.0,4317076.143466521,21.0,1896.0,4194791.205462314,32.0,24.0,2111.0,3976983.7973391144,23.0,938.0,3098473.627430547,27.0,4462597.334302421,1162.0
10,17.0,1317.0,3146669.483586863,32.0,3748.0,4839033.818351113,29.0,3207.0,4829510.197470054,37.0,30.0,4554.0,4379511.521394736,31.0,2723.0,4831406.684194833,32.0,4534687.116163377,3512.0
11,29.0,1953.0,4755264.365692344,33.0,2689.0,3758884.3914302094,40.0,3158.0,4843183.259176787,47.0,38.0,3140.0,4744596.53566988,28.0,1909.0,3750298.445276765,40.0,4286931.675049028,3158.0
12,26.0,1098.0,3401252.7275477946,33.0,2768.0,4555340.161049205,51.0,3129.0,4717901.07038076,51.0,37.0,2388.0,4277281.535279887,34.0,2493.0,3807782.892040263,26.0,3541163.1877578795,1596.0
