,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,19.0,911.0,3917699.9817757257,38.0,3081.0,4680061.386469547,47.0,3167.0,4582635.078925833,0.0,44.0,3348.0,4701739.172855431,34.0,2614.0,3556692.995638814,29.0,4572851.049204802,1472.0
1,30.0,1052.0,3906857.4595358996,51.0,2776.0,4694568.977466792,43.0,1263.0,4525773.92765753,0.0,53.0,3092.0,4451382.127186803,37.0,2987.0,4307807.428626768,40.0,4527961.193448616,1661.0
2,39.0,2765.0,4263726.833308548,50.0,3686.0,4899196.437428377,41.0,2457.0,4895349.668624137,0.0,45.0,3708.0,3640912.157361146,39.0,3047.0,2759027.96268471,41.0,4510499.854771219,2521.0
3,20.0,992.0,4012787.3842087304,41.0,2600.0,4261337.635300534,31.0,962.0,4919669.1773435455,0.0,40.0,2602.0,4543774.1725518815,35.0,2573.0,4187357.9155419683,29.0,5073745.478732603,759.0
4,36.0,1036.0,3808240.8566757827,68.0,3390.0,4555047.748911829,50.0,2747.0,4761122.218620108,0.0,46.0,2844.0,4663720.460124628,38.0,2722.0,3492942.2304775347,36.0,3699035.9022555314,1036.0
5,49.0,2509.0,4765579.350612078,28.0,2239.0,4890180.13197938,29.0,2019.0,4781579.786687883,0.0,39.0,3166.0,3512680.07553466,36.0,2784.0,3244065.1117899884,35.0,3463974.7978084204,2015.0
6,27.0,1722.0,3710147.9029282983,33.0,3943.0,4329843.926734539,46.0,3223.0,4838235.938470714,0.0,39.0,3573.0,4254884.736064589,28.0,2773.0,4497259.887965778,32.0,4320156.062428358,1878.0
7,28.0,1214.0,3166982.499137792,47.0,3328.0,4742187.4751733,43.0,1339.0,4645080.298815349,0.0,43.0,3464.0,3910570.197997061,41.0,2581.0,4762720.429218858,38.0,3588471.338554522,1690.0
8,49.0,2822.0,4077849.3010312514,46.0,3265.0,3648063.809390363,30.0,1430.0,4845607.732529769,0.0,51.0,3954.0,4369930.550823792,40.0,3638.0,3841182.7230656976,29.0,2272527.985997093,1752.0
9,34.0,1764.0,4471320.755096545,35.0,2109.0,4777099.331195108,41.0,1683.0,4778071.173599778,0.0,43.0,3576.0,4121258.9095150917,37.0,1890.0,3945850.378517444,29.0,3759203.720178431,634.0
10,30.0,1321.0,4022029.828097821,43.0,2744.0,4818871.185607461,58.0,2495.0,4801696.268864196,0.0,34.0,3115.0,4946038.2266647825,37.0,2430.0,3764191.1000292194,30.0,3250874.3798861895,1321.0
11,30.0,1252.0,4285951.2832793435,44.0,3777.0,4833156.110930719,60.0,3328.0,4604662.229892589,0.0,49.0,3539.0,4500336.419992594,27.0,2044.0,3348041.5110827833,51.0,4837087.935305905,2498.0
12,39.0,1745.0,4052897.710735403,58.0,2809.0,4100063.5058698836,48.0,1602.0,4858535.39416191,0.0,47.0,3240.0,4115227.0178806446,35.0,1952.0,3247336.6691552484,39.0,4052897.710735403,1745.0
