,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,78.0,6276.0,17776561.98421728,79.0,7035.0,16984166.80654539,79.0,7035.0,12236342.298427146,79.0,57.0,5920.0,8476148.627874296,65.0,4706.0,16247419.248030698,79.0,10399098.664172284,7035.0
1,107.0,7390.0,13402556.959197965,107.0,7390.0,12416265.866762953,107.0,7390.0,14574256.360980416,107.0,107.0,7390.0,10684548.521725792,94.0,6776.0,13221620.063625652,107.0,10544307.66807011,7390.0
2,78.0,9648.0,15740399.890772898,80.0,9819.0,16366959.79391226,80.0,9819.0,18004210.693323225,80.0,55.0,7357.0,12277215.106725149,54.0,6959.0,13382910.206014857,80.0,10879690.595577613,9819.0
3,68.0,7946.0,15322765.980049351,68.0,7946.0,15992651.325177304,68.0,7946.0,14301283.154682335,68.0,65.0,6842.0,7785715.686517298,66.0,7048.0,11783655.91319045,68.0,11413086.16639374,7946.0
4,91.0,7897.0,16406831.475916075,91.0,7897.0,14432842.621764643,91.0,7897.0,15182708.889774937,91.0,71.0,6478.0,7895595.464026377,83.0,7499.0,16264251.189252827,91.0,10529755.219032759,7897.0
5,83.0,7673.0,14363280.394030347,93.0,9569.0,14634597.002984628,93.0,9569.0,16224576.184751391,93.0,71.0,6716.0,7007323.748979274,76.0,7602.0,12488007.779217564,93.0,11147449.056566767,9569.0
6,80.0,8179.0,12578422.864976512,82.0,8823.0,12100209.731988234,82.0,8823.0,17405821.42995878,82.0,72.0,6611.0,7429400.394645996,61.0,7017.0,11338371.392647203,80.0,10132473.354263857,8264.0
7,71.0,8210.0,16664502.118982185,71.0,8210.0,15267899.327761794,71.0,8210.0,17235907.517577775,71.0,45.0,5875.0,6579838.273831984,58.0,7637.0,15294116.176910099,71.0,11526296.106975337,8210.0
8,86.0,8046.0,14729636.019531704,86.0,8046.0,13161211.075397171,86.0,8046.0,15978773.935686426,86.0,67.0,6447.0,7005229.23574468,78.0,7424.0,14852442.485765032,85.0,8133134.27991982,7776.0
9,81.0,7368.0,12922260.666117946,81.0,7368.0,13662831.601779945,81.0,7368.0,13349373.552899333,81.0,63.0,6080.0,7060138.101850524,65.0,6977.0,8041296.266858777,81.0,10525926.373885091,7368.0
10,71.0,7612.0,15819349.701011974,71.0,7612.0,14776112.254327191,71.0,7612.0,14105450.748439685,71.0,62.0,6839.0,10784356.919158094,52.0,6188.0,11900447.020719374,71.0,11629118.124870816,7612.0
11,73.0,6158.0,16113211.243395995,76.0,6336.0,14946990.35210136,76.0,6336.0,17643264.70500256,76.0,51.0,4711.0,9147044.965158131,54.0,5324.0,14316593.362806216,76.0,10495443.03892162,6336.0
12,85.0,8598.0,14683572.298129195,88.0,9267.0,18380427.03581384,88.0,9267.0,18359790.46458154,88.0,72.0,7461.0,6521580.504039597,88.0,9267.0,14105094.046957182,82.0,11849225.914823614,8389.0
