,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,34.0,1128.0,7596137.392125122,58.0,3999.0,8664735.60626056,55.0,3263.0,9391264.827555932,0.0,49.0,4345.0,9277259.496498156,38.0,2530.0,7332413.345380256,58.0,9099932.234718755,4265.0
1,65.0,4412.0,8093811.922914151,89.0,6032.0,8426611.555066336,96.0,5778.0,9499071.477707166,0.0,90.0,5625.0,8834069.01302147,69.0,4123.0,7487451.548369844,89.0,8612375.612054732,4975.0
2,55.0,4424.0,9021650.625626061,65.0,6472.0,7882019.302207807,61.0,5261.0,8839563.747962363,0.0,52.0,5131.0,7163043.61067632,47.0,3773.0,8055901.1286847135,61.0,9507261.544266412,5234.0
3,39.0,3750.0,7349275.203242376,65.0,6842.0,9554280.783736687,57.0,5535.0,9006708.751515713,0.0,53.0,4990.0,8353775.498822163,51.0,5598.0,9150256.938744051,43.0,8739320.085533965,4371.0
4,44.0,3366.0,8043408.990454346,81.0,6556.0,8936093.867612395,64.0,3960.0,9385819.356079862,0.0,64.0,4711.0,8477998.032017909,39.0,3778.0,8554773.007506553,61.0,9144801.085934727,3963.0
5,56.0,4204.0,8064674.407835935,71.0,6500.0,8876141.807938805,69.0,5424.0,8759025.128199413,0.0,66.0,5256.0,8898614.31739863,49.0,4341.0,8182836.409064403,51.0,8379227.237714831,4577.0
6,46.0,4630.0,6238259.206314074,71.0,6455.0,8644098.651862465,69.0,5887.0,9135545.13250301,0.0,61.0,5728.0,7215574.7490958925,51.0,5898.0,8292285.918195572,55.0,7944518.611901081,5068.0
7,36.0,3002.0,7486111.683789961,61.0,6078.0,8828616.491846696,56.0,5345.0,9253133.232549317,0.0,49.0,5240.0,6927499.994671715,41.0,4458.0,7843702.408306699,56.0,9211638.06959439,4681.0
8,49.0,4531.0,8729273.007408008,75.0,6832.0,9097116.99685729,70.0,5948.0,8917734.603014007,0.0,67.0,6447.0,9081119.348313238,41.0,4143.0,7329416.461610595,66.0,7579285.924061127,5172.0
9,43.0,3123.0,8177461.746621406,63.0,4139.0,9082607.915053332,67.0,3833.0,9457782.644185733,0.0,55.0,4643.0,8369364.010091294,54.0,3234.0,8735839.450191915,55.0,8806112.13389685,3746.0
10,32.0,2162.0,7007910.814312541,55.0,4530.0,8863123.455765117,55.0,3773.0,8825820.648626946,0.0,51.0,5051.0,8230426.752881525,44.0,3801.0,8544795.15783719,46.0,7665732.551494049,3750.0
11,48.0,2981.0,8338806.068097547,61.0,5214.0,8121257.247901139,49.0,2953.0,9478877.42602791,0.0,63.0,5804.0,9101522.662359571,47.0,3079.0,7942390.355561549,54.0,9512088.818829605,3567.0
12,47.0,3877.0,6072260.109348677,64.0,5994.0,8144482.733845116,70.0,5667.0,9105070.229684185,0.0,72.0,7461.0,9006093.847310625,60.0,5804.0,7757783.346617305,46.0,9130973.917986816,4001.0
