,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,25.0,1150.0,4599348.75534763,38.0,2292.0,4297720.531866702,36.0,1538.0,4770466.756311089,42.0,31.0,3031.0,4666882.921094486,22.0,1806.0,4041593.507625339,33.0,4940890.41818705,1276.0
1,48.0,2165.0,4528073.674602738,54.0,3377.0,4373072.431875403,65.0,3042.0,4621419.858730683,70.0,53.0,2336.0,4454569.81929181,42.0,1855.0,4138645.3390159924,46.0,3790484.530696953,1797.0
2,26.0,1830.0,3956188.8096749084,32.0,3744.0,3408916.005180137,34.0,2336.0,4461357.185056397,45.0,32.0,2303.0,4143177.4282339304,31.0,2557.0,4422726.390423068,16.0,3069902.803555844,924.0
3,31.0,2272.0,4179999.4206006825,38.0,3917.0,4635108.135415437,30.0,2247.0,4449910.207241994,39.0,32.0,3172.0,3995763.1331974966,31.0,3034.0,4410441.536938947,26.0,3567209.8948307056,1680.0
4,27.0,2029.0,4657259.016019084,36.0,3532.0,4138382.8530553635,25.0,1107.0,4929966.622597659,45.0,39.0,2649.0,4747570.117426287,20.0,2231.0,4349334.1086426005,26.0,4249810.832474794,1792.0
5,26.0,1890.0,3779718.6986825275,48.0,3499.0,4719580.989080599,41.0,2358.0,4170102.4303074903,47.0,43.0,3272.0,4452795.827103627,30.0,2953.0,4218849.9431640785,19.0,4213442.12885111,1421.0
6,34.0,2100.0,4020762.0076238206,47.0,3219.0,4704343.441423647,34.0,2391.0,4785194.63732975,45.0,38.0,2526.0,4398772.770218824,31.0,2869.0,4411871.3861118,27.0,3131549.7023859825,1989.0
7,26.0,1779.0,3813927.588112332,32.0,3568.0,4916437.370982981,33.0,2467.0,4452842.152410587,39.0,30.0,2954.0,3568882.5892482474,24.0,2903.0,3861261.587264957,23.0,4088221.045014493,1856.0
8,20.0,1600.0,3316296.724225334,46.0,3745.0,4481871.704279814,35.0,2677.0,4469765.809624886,48.0,44.0,3640.0,4369515.305157505,21.0,2543.0,4013119.737385261,28.0,3805601.7345518945,2036.0
9,27.0,1519.0,4049358.2937507695,37.0,2163.0,4677086.91308097,33.0,1449.0,4684171.837798848,47.0,32.0,3369.0,4178975.7390058413,34.0,2457.0,4908117.861695336,18.0,4402481.458110299,492.0
10,19.0,1639.0,4154102.245553512,31.0,1652.0,4699467.184510154,30.0,1568.0,4642876.038150474,39.0,32.0,2919.0,4231945.245917551,26.0,2310.0,4332674.375321481,18.0,3569348.7005484924,908.0
11,19.0,1009.0,1954309.304551284,41.0,2889.0,4261804.018209576,25.0,1032.0,4797598.238094673,44.0,37.0,3095.0,4552463.921605418,26.0,2111.0,3456313.8252410474,35.0,4112645.535429353,1637.0
12,29.0,1836.0,3641823.1214808933,43.0,3503.0,4179117.690066754,37.0,2531.0,4394997.709060612,47.0,45.0,3574.0,4628564.380984869,38.0,3799.0,4583072.07286955,29.0,3331174.6277064807,1836.0
