,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,125.0,2816.0,9346563.58643248,59.0,3978.0,5319509.36141219,108.0,3215.0,9905736.471822068,0.0,64.0,3726.0,4474373.397410307,55.0,3185.0,5958124.920879227,140.0,9805475.867965091,3021.0
1,96.0,2055.0,9141387.260056157,84.0,3924.0,7476980.52490177,115.0,2555.0,9950693.884625934,0.0,64.0,3505.0,4052291.1056527505,69.0,3336.0,8643409.828496,167.0,8216918.330874388,3816.0
2,67.0,1751.0,9461747.868634652,73.0,3961.0,5727490.384462047,104.0,2908.0,9815361.819181718,0.0,68.0,3618.0,4903015.16938392,60.0,3716.0,7824464.299233873,137.0,9649821.630732348,3536.0
3,89.0,1893.0,9101402.440825973,62.0,3968.0,7355627.892570391,97.0,2998.0,9994583.010759406,0.0,63.0,3831.0,4712651.033520566,66.0,3383.0,6741209.704235522,116.0,9124829.583198823,2734.0
4,93.0,2467.0,8974072.051053133,76.0,3917.0,9754393.406043794,87.0,2417.0,9855483.332242299,0.0,68.0,3230.0,3254710.3715269193,57.0,3825.0,6040380.864516791,139.0,8385623.852043286,3636.0
5,104.0,2251.0,9749641.529001296,70.0,3834.0,5608134.544630804,110.0,2316.0,9944237.594295226,0.0,61.0,3907.0,5789051.983032288,58.0,3234.0,8100072.159484237,135.0,7753646.271299514,3120.0
6,125.0,2841.0,9107391.844831675,86.0,3819.0,9392171.192823783,97.0,2192.0,9875961.385359034,0.0,74.0,3494.0,3409082.0414446415,66.0,3678.0,6860444.908335881,149.0,9604692.427145971,3368.0
7,137.0,3096.0,9321707.744485136,91.0,3946.0,6088016.10631985,121.0,2976.0,9792788.816766202,0.0,67.0,3769.0,3119239.220872529,69.0,3390.0,5691280.004922206,165.0,9168647.19341187,3800.0
8,94.0,2168.0,9748793.474020882,76.0,3849.0,7345009.411318909,108.0,2654.0,9925863.694452006,0.0,71.0,3435.0,4023240.600325466,70.0,3656.0,7859354.222092694,152.0,9632987.211851042,3537.0
9,75.0,1635.0,7334350.5166306775,87.0,3915.0,8202877.581331896,66.0,1260.0,9915623.622553349,0.0,76.0,3832.0,5431320.460572569,60.0,3843.0,7369046.193242902,141.0,8639521.828024754,3199.0
10,112.0,2926.0,8070893.888010816,63.0,3911.0,7780369.8104538135,111.0,2961.0,9938321.26825158,0.0,60.0,3835.0,5320427.108682919,59.0,3829.0,6596069.92503623,145.0,9181915.319006946,3704.0
11,94.0,1959.0,8764039.17408923,91.0,3983.0,7723390.945405279,115.0,2884.0,9836562.634168865,0.0,76.0,3424.0,5551707.924456848,60.0,3651.0,4896298.060714297,138.0,9848487.492381636,2972.0
12,57.0,1322.0,7164005.316035101,87.0,3943.0,7133223.888846242,91.0,2465.0,9942495.124028582,0.0,66.0,3316.0,5179568.221934646,62.0,3474.0,8874604.049168004,153.0,9157468.24724134,3631.0
