,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,68.0,3194.0,8443572.555027606,61.0,3919.0,6586987.589332977,68.0,3194.0,8074806.944338528,0.0,51.0,3946.0,5018187.829060648,47.0,2961.0,6515083.442119287,61.0,5126415.121202189,2565.0
1,73.0,3889.0,8026294.377559149,60.0,3902.0,7618712.539776206,66.0,3570.0,9089677.08947016,0.0,57.0,3082.0,5267577.928475499,46.0,3231.0,7304017.290880072,58.0,6035287.166981462,2791.0
2,63.0,2623.0,8842774.965813957,61.0,3880.0,8734572.598854277,75.0,3707.0,9865538.485766467,0.0,50.0,3075.0,4331888.135611235,48.0,2560.0,8165027.032896327,77.0,8532741.580537848,3791.0
3,62.0,2956.0,7856633.8497353885,60.0,3671.0,6216017.391944734,61.0,2767.0,9702193.971603438,0.0,50.0,3300.0,7823980.622406097,52.0,4171.0,8814734.878605973,69.0,7627344.535260247,3095.0
4,69.0,2427.0,9623692.943412136,72.0,3435.0,9335348.16600474,70.0,2640.0,9080437.388850812,0.0,61.0,3702.0,7030813.171921509,56.0,3401.0,7106655.5121186385,85.0,7915661.630568186,3361.0
5,67.0,3816.0,8381126.204209307,52.0,3905.0,6989942.422605127,63.0,3353.0,9150600.039319828,0.0,44.0,3613.0,4495352.405416006,49.0,4580.0,6646638.127454052,64.0,7101869.688236778,3518.0
6,56.0,3288.0,8210811.8759290995,59.0,3948.0,7094675.010123228,67.0,3203.0,8022530.297943969,0.0,42.0,3308.0,4162719.5021594595,36.0,2033.0,5329878.767500817,67.0,6627311.305807919,3203.0
7,57.0,3815.0,9044972.840362385,59.0,3778.0,8012276.141703423,58.0,3653.0,9165995.054703398,0.0,40.0,3240.0,5054976.2824668335,45.0,3435.0,6673186.140804766,56.0,6994467.442228524,3346.0
8,44.0,2977.0,9346469.312505174,45.0,3690.0,8798918.593773326,42.0,2919.0,9336880.493341982,0.0,38.0,3357.0,4542145.164150689,32.0,3446.0,7366372.036736645,46.0,7400357.738409863,3349.0
9,68.0,2662.0,8627002.465145383,78.0,3585.0,8826710.9951759,77.0,3083.0,8449820.12927504,0.0,75.0,3688.0,5273947.345760629,45.0,2792.0,7245634.139629613,77.0,6190411.040241871,3253.0
10,62.0,3332.0,8516729.909532936,64.0,3913.0,9409337.549730483,58.0,2983.0,9614705.576357706,0.0,51.0,3853.0,7149678.244217914,50.0,3212.0,9278682.296055626,65.0,6872375.483049628,3424.0
11,58.0,3433.0,8592984.694654854,49.0,3499.0,8315287.411694845,50.0,2624.0,8956292.33586144,0.0,41.0,3549.0,4923642.610064545,46.0,2784.0,7042916.663842004,61.0,8054936.506180975,3789.0
12,75.0,3406.0,8381207.858437585,67.0,3534.0,9857836.715008877,74.0,3496.0,9518458.869406927,0.0,49.0,3147.0,7633113.703563182,45.0,2498.0,7687674.4306054,73.0,7361135.111393206,3076.0
