,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,48.0,1239.0,7398042.4457078455,102.0,6221.0,9294443.294476252,121.0,3638.0,9846405.675870739,0.0,114.0,7326.0,7984169.75552625,97.0,6829.0,6443809.131072623,62.0,7877816.479050688,1730.0
1,66.0,2291.0,7243143.46438617,118.0,6406.0,8517823.111060835,80.0,2361.0,9595631.838431522,0.0,112.0,7059.0,6530546.615709234,88.0,7354.0,7628828.542985931,88.0,8964339.774493104,3785.0
2,59.0,1940.0,8656690.264924884,111.0,7386.0,8579403.270724274,98.0,3013.0,9829748.367190551,0.0,104.0,7284.0,7355427.646025371,80.0,5257.0,8414350.518158682,77.0,8990969.132261878,2134.0
3,70.0,3011.0,6865437.106634127,115.0,7388.0,9102539.495571148,114.0,4090.0,9500804.338449683,0.0,101.0,5956.0,7167281.378969886,88.0,6048.0,8237018.748568209,107.0,9221218.413530413,3880.0
4,59.0,2140.0,7928495.9932971895,127.0,7681.0,8903551.454781901,117.0,3671.0,9535171.746740174,0.0,104.0,7300.0,9058498.701517079,77.0,7205.0,7185474.116513757,71.0,7220873.921437898,2274.0
5,49.0,1821.0,7634133.38900858,113.0,7136.0,8924729.678077787,105.0,3771.0,9713035.691114876,0.0,101.0,7102.0,8647184.160476819,93.0,7306.0,7871087.958815601,90.0,7664925.127429213,3815.0
6,68.0,2651.0,8111599.840351878,112.0,7173.0,9713516.28791267,109.0,3691.0,9799447.01119034,0.0,106.0,7173.0,7608490.064026756,88.0,6902.0,8322475.992215481,82.0,8196540.784168528,3554.0
7,67.0,2064.0,5464224.3294115355,130.0,6741.0,9712445.35107526,123.0,4080.0,9832987.713904161,0.0,125.0,6884.0,6749786.8225381775,89.0,6590.0,8407609.370122375,130.0,8266871.406335881,4159.0
8,77.0,2524.0,6636899.630735358,118.0,7497.0,8194991.009424515,117.0,3582.0,9801374.4974473,0.0,127.0,7495.0,7065112.42142295,95.0,7360.0,6732105.785848217,119.0,8159556.530409673,4319.0
9,50.0,1712.0,7265046.639975946,145.0,7062.0,9607792.6584281,118.0,3904.0,9839491.423207901,0.0,104.0,7635.0,7043903.244945269,85.0,7138.0,7071016.269383174,85.0,8802686.538193233,2956.0
10,85.0,3788.0,8236389.993401613,96.0,7790.0,8839052.78167167,111.0,5098.0,9685930.61671555,0.0,106.0,6866.0,8121363.194327207,94.0,6499.0,9101749.494854879,63.0,8074754.99928979,2719.0
11,49.0,1688.0,6907893.225253273,122.0,7597.0,8810400.912507258,148.0,6088.0,9776082.749119619,0.0,124.0,7493.0,6676254.383229343,104.0,7049.0,7502240.051790525,123.0,8892816.656304792,4004.0
12,82.0,2670.0,8566087.71790686,127.0,7708.0,9121862.04102606,113.0,3941.0,9764158.884406688,0.0,115.0,6471.0,5889156.864608732,106.0,6275.0,7555078.74886702,112.0,6958191.151058738,3786.0
