,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,81.0,1755.0,8292821.568270648,66.0,3866.0,6873386.510376379,101.0,2328.0,9950511.629225645,0.0,67.0,3683.0,3349703.023869685,68.0,3584.0,3596966.68922799,146.0,8335254.374438353,3762.0
1,113.0,3608.0,9564807.797072941,70.0,3938.0,6424111.6081695985,85.0,2295.0,9445833.898212213,0.0,58.0,3718.0,3466447.2872424116,56.0,3763.0,5394494.066407662,117.0,6488923.835482528,3711.0
2,110.0,3135.0,9283716.534780525,59.0,3999.0,7225177.318162039,80.0,1765.0,9858268.156855602,0.0,58.0,3532.0,5228687.95116617,59.0,3076.0,7585098.391597388,142.0,8981251.602135751,3812.0
3,82.0,2750.0,7809378.886846943,87.0,3901.0,9371539.072815742,82.0,1781.0,9947947.63947776,0.0,54.0,2957.0,4305032.919403665,58.0,3390.0,6445000.396099033,135.0,9087069.837264571,3863.0
4,83.0,2331.0,9185415.408358246,85.0,3869.0,8876160.001016889,103.0,2847.0,9752911.963894434,0.0,60.0,3946.0,4505097.327311578,63.0,3314.0,8876608.1563123,116.0,9847601.956218716,3004.0
5,71.0,2382.0,8187555.395688273,64.0,3870.0,6255353.066769624,88.0,2641.0,9425182.623430084,0.0,61.0,3731.0,4688259.876642337,58.0,3661.0,7120493.333803788,117.0,9061952.450238546,3687.0
6,111.0,3171.0,9550167.126287065,71.0,3905.0,8771413.570073651,87.0,2580.0,9914515.409748562,0.0,61.0,3648.0,5614918.609978738,56.0,3792.0,6076105.267125843,125.0,9094427.026405651,3545.0
7,107.0,2832.0,9138651.063235788,82.0,3813.0,8270662.292408214,91.0,2800.0,9930265.734798154,0.0,70.0,3677.0,4401676.808106293,62.0,3472.0,8113384.285368491,132.0,8461597.724522162,3713.0
8,97.0,2770.0,7786075.793449559,72.0,3874.0,6060640.638093501,85.0,2283.0,9979887.822064295,0.0,78.0,3798.0,3309848.5151807023,54.0,3747.0,5985459.256067285,112.0,7610648.532829001,3407.0
9,95.0,2820.0,8798185.535886165,83.0,3921.0,7485792.342425527,112.0,3708.0,9881113.444645267,0.0,57.0,3826.0,3428785.99211891,59.0,3906.0,7850562.531299555,127.0,8581240.288144002,3573.0
10,85.0,2898.0,8994134.268552281,58.0,3783.0,8746232.282929804,83.0,2597.0,9897076.591442997,0.0,63.0,3819.0,6514127.404588047,60.0,3821.0,5557477.959671289,98.0,7387580.124000676,3117.0
11,105.0,2977.0,8763117.837765686,72.0,3890.0,6687845.417007197,126.0,3779.0,9294337.893021792,0.0,65.0,3669.0,3640955.9487807797,63.0,3916.0,8867658.99360511,128.0,8475797.02540832,3763.0
12,116.0,3348.0,8558771.687482465,79.0,3980.0,9413946.188418292,97.0,2792.0,9811017.658499166,0.0,71.0,3812.0,4784861.023760076,64.0,3673.0,5634078.330057821,115.0,9158061.225030703,3397.0
