,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,67.0,5034.0,12640455.824636765,72.0,5350.0,14207482.499632984,73.0,5564.0,11927476.215344362,75.0,61.0,4415.0,9138973.174296554,45.0,4082.0,13265211.175451765,63.0,8958641.79584533,4838.0
1,96.0,5778.0,13246137.175328653,81.0,5144.0,9209466.10799356,93.0,5364.0,10826679.76592217,97.0,82.0,5659.0,7617262.736585915,79.0,5085.0,8994420.68800962,86.0,8964877.449298393,5014.0
2,63.0,5403.0,10473640.244158316,56.0,5687.0,9305838.836883586,62.0,5335.0,10608285.663876899,65.0,63.0,6113.0,9113182.94506196,53.0,4497.0,12371465.278708102,58.0,8831749.843211567,4669.0
3,58.0,5727.0,10911696.62321251,57.0,5735.0,11542393.861429974,55.0,5320.0,14011941.860151228,59.0,49.0,4694.0,6584439.019328662,44.0,4607.0,7181454.036965249,48.0,9006421.708386127,5163.0
4,76.0,5511.0,12409008.931148447,67.0,5540.0,7453586.152417524,69.0,4914.0,12899617.222763222,80.0,58.0,4154.0,8131476.84847557,66.0,4801.0,12330951.94942431,64.0,8300985.2782715205,4472.0
5,74.0,5595.0,11646724.306629498,67.0,5575.0,12724001.821359858,68.0,4912.0,11948385.836921986,75.0,66.0,5256.0,7760001.492022056,63.0,6345.0,12753905.85402456,67.0,7292624.782195987,5445.0
6,70.0,5547.0,10682976.960987553,70.0,5632.0,9275730.504700014,63.0,4612.0,12346892.973631456,73.0,70.0,6204.0,8834764.098545298,53.0,4392.0,8892268.629500546,66.0,7761148.425408946,5001.0
7,62.0,5689.0,13000097.683925519,61.0,5795.0,10509629.245380003,54.0,4335.0,12323540.612834744,62.0,48.0,4918.0,7777529.401755118,39.0,4564.0,8530159.943101408,58.0,8771353.341298714,4986.0
8,75.0,5864.0,10417267.364283003,67.0,5754.0,8040571.41395379,70.0,5566.0,14020231.851626659,75.0,66.0,5718.0,9338483.521681247,59.0,4814.0,11974300.591536254,68.0,6996135.930159336,5044.0
9,76.0,5571.0,11401566.962650854,72.0,4853.0,11001394.044820977,75.0,5175.0,12183726.748307023,76.0,71.0,5034.0,9613023.844220083,60.0,4005.0,8519153.083514437,71.0,8155426.623038225,4945.0
10,64.0,5416.0,12927718.085326817,64.0,5064.0,13287583.110576464,63.0,4513.0,12066101.382415202,67.0,53.0,4843.0,7740475.294969495,50.0,4703.0,11498660.245434608,66.0,9498242.36237128,5829.0
11,69.0,4922.0,12789636.316232687,72.0,5187.0,13781287.406223401,68.0,4339.0,13220692.282922331,75.0,54.0,4880.0,7552739.986811926,47.0,4147.0,9526495.284897275,59.0,9511269.054449504,4098.0
12,70.0,5667.0,9582519.422877595,60.0,5335.0,9077215.326352118,66.0,5477.0,10030179.96190974,71.0,59.0,5534.0,6681010.990982686,61.0,5167.0,7932959.525983122,59.0,8822128.192748262,4923.0
