,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,97.0,7836.0,16942998.189322636,103.0,9410.0,18182777.216620926,103.0,9410.0,18892902.970024686,0.0,83.0,7604.0,10691169.924958056,73.0,7819.0,13843617.057530755,103.0,13478726.82855858,9410.0
1,100.0,7950.0,16689293.95732914,119.0,10353.0,18367246.996893495,118.0,10171.0,18609163.603687316,0.0,71.0,6559.0,8310790.430526206,100.0,8044.0,18461623.398174036,119.0,12749284.237302735,10353.0
2,117.0,10296.0,17108038.723780986,124.0,10948.0,16694462.150062025,122.0,10040.0,18645919.975789342,0.0,115.0,10060.0,13441973.92124419,96.0,8088.0,18236649.855072603,124.0,11976652.368536025,10948.0
3,121.0,9828.0,17464028.534020882,122.0,10176.0,16045553.41839611,115.0,8441.0,19437097.53264134,0.0,122.0,10176.0,13456251.259777209,89.0,8183.0,17285327.27241428,122.0,12040707.639507985,10176.0
4,116.0,7213.0,15634897.920964502,132.0,9939.0,18489834.860798396,114.0,7205.0,18430056.93088922,0.0,104.0,7317.0,8756941.701699879,107.0,6796.0,16821945.847800285,136.0,11769235.651542976,10361.0
5,96.0,8506.0,16353148.56907592,104.0,9936.0,17057280.49749996,104.0,9936.0,14935381.675413705,0.0,62.0,7089.0,6861001.676325057,99.0,9634.0,17453440.611217704,104.0,10900770.330541085,9936.0
6,83.0,7841.0,16073269.836621754,102.0,10196.0,19049623.392252102,97.0,7494.0,18898483.96800825,0.0,93.0,9623.0,13688611.553589182,84.0,8303.0,18049060.358919322,101.0,12727854.879889213,9259.0
7,96.0,9664.0,17680455.60177318,97.0,10248.0,17603150.848494504,94.0,9243.0,19133222.09355881,0.0,75.0,7835.0,8780140.890470512,84.0,8868.0,18346396.263354503,96.0,11145517.485764947,9863.0
8,74.0,8571.0,17303120.388860073,78.0,8942.0,18399393.479558095,72.0,7428.0,18167019.540601507,0.0,74.0,9481.0,11898530.126971059,59.0,6741.0,17219275.888089046,82.0,13550325.41142579,11059.0
9,114.0,7465.0,17559536.39648343,120.0,10058.0,18360439.020156432,119.0,9371.0,17563931.560926497,0.0,88.0,6848.0,8256785.7881168015,89.0,7919.0,17539384.454834975,120.0,12083324.719333692,10058.0
10,101.0,8218.0,19531828.810022525,98.0,8179.0,18076974.391788445,92.0,6409.0,18922286.60099047,0.0,90.0,7127.0,12384245.141264373,90.0,6612.0,19189493.784022003,101.0,11990508.02340208,7780.0
11,102.0,8714.0,18835643.830960702,111.0,9237.0,19444844.37413948,101.0,7832.0,19045731.226228308,0.0,101.0,10868.0,11870747.569101397,79.0,6875.0,16334768.966720626,116.0,12517960.316700079,10683.0
12,98.0,7658.0,14824871.916057708,109.0,9741.0,17381040.16571948,105.0,7548.0,19221365.1214557,0.0,95.0,9213.0,13675996.2435661,84.0,6369.0,17068977.01901349,110.0,12622398.39259056,10026.0
