,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,95.0,7438.0,15321899.609268062,96.0,7781.0,12811890.283374166,93.0,6636.0,14232492.564711584,0.0,103.0,9410.0,17182091.300908573,73.0,7819.0,15385071.538256124,88.0,11210869.958669268,6086.0
1,105.0,7762.0,14908104.99493717,92.0,7806.0,12741342.908285895,100.0,7207.0,17149008.615433376,0.0,87.0,8399.0,13872072.544280747,104.0,8633.0,22508274.511318456,101.0,10378846.04002496,7271.0
2,102.0,6562.0,16650121.02804,111.0,7345.0,17343989.65641686,111.0,7345.0,15816078.325593567,0.0,124.0,10948.0,17981979.20510854,124.0,10948.0,27083598.289037835,92.0,10760771.772077875,5369.0
3,105.0,6746.0,14594633.069894128,109.0,7460.0,13011131.053903218,102.0,6547.0,15282098.223964684,0.0,105.0,8492.0,14339085.235617535,103.0,9722.0,20129211.165959854,92.0,10881255.308335433,5390.0
4,103.0,6301.0,16746903.568541469,120.0,7322.0,18134030.8601813,108.0,5974.0,17533681.485781778,0.0,119.0,9020.0,15323422.561521834,136.0,10361.0,28027844.449740533,112.0,10955019.600838425,6558.0
5,93.0,7475.0,15899311.007811971,93.0,7577.0,13811398.277574683,92.0,7244.0,15002632.161147933,0.0,87.0,9038.0,10571513.39031421,94.0,8714.0,16552862.255076062,87.0,9065456.444719484,6286.0
6,97.0,7494.0,15124233.725711288,97.0,7808.0,15923025.453363068,95.0,6783.0,15174965.079008073,0.0,86.0,8224.0,11461845.364135183,102.0,10196.0,25656857.10132848,93.0,10837595.075320289,6766.0
7,86.0,7674.0,17677054.34778271,86.0,7493.0,13871364.555040278,87.0,7504.0,18416087.681570783,0.0,97.0,10248.0,17312027.294621587,84.0,8868.0,20374826.723920204,71.0,10203065.549704188,5236.0
8,71.0,6813.0,17824184.400166597,70.0,6997.0,16562954.943384841,68.0,6184.0,17809506.72915031,0.0,82.0,11059.0,19630789.15127746,68.0,9205.0,22090802.296129704,61.0,11458059.194392925,6197.0
9,103.0,6605.0,18016586.404123686,111.0,7018.0,17991839.47366367,110.0,6510.0,15850714.962721769,0.0,114.0,9223.0,13587892.673023896,120.0,10058.0,28729619.629518967,92.0,11119644.34253113,6853.0
10,93.0,7059.0,16885426.86917136,95.0,7262.0,18155143.94484733,92.0,6409.0,18922286.60099047,0.0,90.0,7127.0,12322122.680854525,104.0,8550.0,27615059.087493367,80.0,9878342.953472756,4890.0
11,104.0,7833.0,16462686.953186883,84.0,7428.0,14536029.701922234,86.0,5740.0,15430610.99924173,0.0,95.0,10225.0,15997790.897758756,117.0,11541.0,28927990.9577161,93.0,11638919.398782961,6479.0
12,101.0,7018.0,15890720.097870424,101.0,7127.0,17733814.356618766,102.0,6467.0,15889613.539670099,0.0,77.0,8091.0,16674229.86125157,102.0,9100.0,25087089.96580288,90.0,11267782.894857833,5194.0
