,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,40.0,584.0,4976049.019306411,71.0,4642.0,4920083.752315113,52.0,1285.0,4896999.396924063,0.0,87.0,5803.0,4864683.744656487,51.0,4386.0,4736388.664271811,39.0,3623061.5627815006,2350.0
1,40.0,1930.0,2930366.5653079054,65.0,6561.0,4678911.241087347,43.0,1159.0,4777935.099035023,0.0,71.0,6146.0,4559612.397393475,46.0,6157.0,4680651.564140802,40.0,5029619.507252995,1448.0
2,20.0,780.0,2946488.0860092463,57.0,4683.0,4783342.584710239,49.0,1275.0,4922872.807014528,0.0,79.0,6812.0,4514897.37036097,35.0,2376.0,4273529.046232963,30.0,3638370.699462373,1548.0
3,20.0,1565.0,3089409.454228099,61.0,5655.0,4899111.484506547,40.0,1852.0,4863956.248464983,0.0,71.0,6670.0,4268167.271989544,40.0,4404.0,4890952.125971934,30.0,4527070.924463,2142.0
4,63.0,3199.0,4788259.325467556,75.0,4142.0,4923645.996418739,55.0,2220.0,4901571.501330714,0.0,84.0,5770.0,4797047.878053736,58.0,5151.0,4298971.7856993005,27.0,3660131.162508694,943.0
5,20.0,1412.0,3192430.3324377798,27.0,2974.0,4971655.328747636,50.0,3591.0,4966330.582829008,0.0,68.0,5326.0,4908182.043234974,44.0,5301.0,4306696.769906919,27.0,4512297.1088526035,1446.0
6,38.0,2621.0,4225524.26515184,50.0,4121.0,4783873.903473984,37.0,2267.0,4768178.095888236,0.0,66.0,6821.0,4570477.268258915,40.0,4652.0,3665425.890170747,55.0,4947037.960287345,3476.0
7,40.0,1989.0,4447243.112982355,65.0,5545.0,4811946.04809915,59.0,2704.0,4575021.323023358,0.0,81.0,5379.0,4903092.3710969,55.0,4865.0,4445621.831835266,29.0,4704749.741729673,1508.0
8,20.0,1260.0,3938759.5560079897,77.0,5833.0,4861843.23358683,55.0,1125.0,4853813.052176893,0.0,73.0,4119.0,4808774.1990800435,38.0,2734.0,4070275.224200425,40.0,4735455.4948725905,1142.0
9,20.0,842.0,3586439.074346873,75.0,5097.0,4739929.9682879355,66.0,3427.0,4794463.735528353,0.0,71.0,4498.0,4750515.743245688,58.0,6351.0,4406630.193859716,58.0,4715494.182175988,2817.0
10,29.0,1220.0,4082590.713021596,62.0,5168.0,4874855.0356995445,48.0,2225.0,4946792.502200228,0.0,61.0,4508.0,4766603.072531857,36.0,3106.0,4423367.135797203,19.0,3113345.438617465,1118.0
11,39.0,2264.0,2742998.905082136,81.0,6128.0,4784729.774708042,78.0,5785.0,4903227.793412078,0.0,68.0,6819.0,3736206.989060427,54.0,4361.0,4443562.485324249,38.0,2690182.673341537,1842.0
12,20.0,1597.0,3357098.322102176,77.0,6496.0,4889720.389952572,31.0,828.0,4905341.667258015,0.0,76.0,7129.0,4392595.997782942,42.0,3625.0,3830488.6694339914,47.0,3894634.348182687,2219.0
