,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,18.0,792.0,4318389.979275821,38.0,2292.0,4297720.531866702,36.0,1538.0,4770466.756311089,42.0,31.0,3031.0,4666882.921094486,22.0,1806.0,4041593.507625339,33.0,4940890.41818705,1276.0
1,39.0,2364.0,3919160.198090005,54.0,3377.0,4373072.431875403,65.0,3042.0,4621419.858730683,78.0,53.0,2336.0,4454569.81929181,42.0,1855.0,4138645.3390159924,39.0,3788895.5683384826,2166.0
2,26.0,1830.0,3956188.8096749084,32.0,4767.0,4023121.4975994946,34.0,2336.0,4461357.185056397,49.0,34.0,3737.0,3871215.2175789988,31.0,2557.0,4422726.390423068,18.0,2990439.31273356,1179.0
3,16.0,1420.0,3553580.281244631,45.0,4908.0,4612535.896988649,30.0,2247.0,4449910.207241994,43.0,36.0,3739.0,4499107.849560516,31.0,3034.0,4410441.536938947,16.0,3048646.67870865,1149.0
4,28.0,2486.0,4396755.13909842,53.0,4902.0,4755702.200627906,25.0,1107.0,4929966.622597659,50.0,38.0,2889.0,4236277.413158314,25.0,3206.0,3790402.9010516773,28.0,4396755.139098419,2486.0
5,30.0,1798.0,4109308.895840333,51.0,4536.0,4970086.521269655,42.0,3062.0,4564189.497768472,52.0,43.0,3272.0,4452795.827103627,30.0,2953.0,4218849.9431640785,19.0,4213442.12885111,1421.0
6,33.0,2903.0,3487776.9922329965,52.0,4114.0,4472879.960337115,32.0,2378.0,4849557.636546295,54.0,43.0,4062.0,3837097.9070527963,30.0,3450.0,4307740.763398156,40.0,3537104.5371505655,3572.0
7,26.0,1779.0,3813927.588112332,33.0,4349.0,4360060.800360581,37.0,3389.0,4578616.978094285,46.0,39.0,4514.0,4229357.113387405,24.0,2903.0,3861261.587264957,23.0,4088221.045014493,1856.0
8,30.0,2550.0,4331076.846222332,53.0,5222.0,4758970.593517025,35.0,2677.0,4469765.809624886,53.0,49.0,4520.0,4544508.7090974795,21.0,2543.0,4013119.737385261,38.0,4515699.557679674,2986.0
9,18.0,1074.0,3992960.7371365186,37.0,2163.0,4677086.91308097,33.0,1449.0,4684171.837798848,48.0,40.0,4806.0,4365243.710309697,34.0,2457.0,4908117.861695336,18.0,4402481.458110299,492.0
10,19.0,1639.0,4154102.245553512,31.0,1652.0,4699467.184510154,30.0,1568.0,4642876.038150474,40.0,25.0,3678.0,3919008.109939922,26.0,2310.0,4332674.375321481,27.0,3877577.716584864,1851.0
11,19.0,1009.0,1954309.304551284,43.0,3053.0,4645440.976011016,25.0,1032.0,4797598.238094673,44.0,37.0,3095.0,4552463.921605418,26.0,2111.0,3456313.8252410474,42.0,4866870.628066158,2227.0
12,20.0,1385.0,2736383.884961712,55.0,4162.0,4787951.5189742865,37.0,2531.0,4394997.709060612,56.0,51.0,4198.0,4855628.426685574,48.0,4641.0,4815284.454763483,37.0,4061937.849332584,2625.0
