,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,38.0,1064.0,5621383.908740433,91.0,4870.0,6980249.097441796,99.0,2736.0,7360808.549183672,0.0,95.0,5549.0,6523515.489849001,76.0,5225.0,5442026.2563234065,59.0,7199709.293371659,1596.0
1,40.0,1107.0,5225367.9758622805,94.0,5745.0,6278338.730199835,96.0,1966.0,7265923.415953228,0.0,92.0,5264.0,6420001.485945549,75.0,4923.0,6138865.505297208,66.0,6221434.278500652,1579.0
2,58.0,1936.0,7197042.029884728,107.0,5831.0,5866333.831806017,96.0,2707.0,7268262.7289983565,0.0,93.0,5652.0,5820531.725006806,74.0,4780.0,6344557.550899575,66.0,6983197.241299454,1909.0
3,49.0,1544.0,6720047.849401355,91.0,5404.0,7277323.474164953,63.0,1962.0,7302639.100492014,0.0,78.0,5489.0,6433339.2988847215,63.0,4403.0,6225235.350375397,47.0,5221763.478133805,1286.0
4,65.0,2092.0,7305331.274848019,106.0,5167.0,7054636.35176688,109.0,4238.0,7460591.692211844,0.0,106.0,5512.0,5239231.884856265,70.0,4687.0,5495189.691354495,30.0,4149653.336453358,958.0
5,85.0,1944.0,6755800.195805883,96.0,5714.0,6889323.5616488345,89.0,2312.0,7389271.284729124,0.0,79.0,5142.0,4881933.809153888,75.0,4019.0,4673390.416531924,91.0,6895061.290107945,2243.0
6,49.0,1278.0,5127849.282812182,89.0,5651.0,6518630.28349554,88.0,1827.0,7295579.887547804,0.0,109.0,5312.0,5021469.976599523,86.0,5386.0,7275839.848635277,85.0,6335796.971291116,2120.0
7,50.0,975.0,5856050.5524355555,110.0,5384.0,6642138.016480699,102.0,3037.0,7421962.26585667,0.0,94.0,5513.0,5259293.221161632,82.0,3789.0,6293993.903185842,40.0,6174570.580555142,933.0
8,50.0,1385.0,5424160.763539631,96.0,5042.0,6983177.624559654,95.0,2596.0,7397959.403101606,0.0,98.0,4852.0,5950274.220459266,74.0,3291.0,6352370.7527221665,79.0,6120820.099343116,2343.0
9,39.0,1009.0,5956068.418732462,81.0,5065.0,7390852.954018129,83.0,2243.0,7406250.281532795,0.0,105.0,5677.0,7363835.199554545,76.0,5423.0,7089615.182368599,36.0,5822324.1624490395,1080.0
10,76.0,2222.0,6506956.271129024,104.0,5892.0,6066630.909911395,113.0,4034.0,7350928.764307063,0.0,86.0,5755.0,6580973.750174291,75.0,5001.0,6322844.240437502,91.0,6075738.715966364,2529.0
11,58.0,1243.0,5103165.71059929,112.0,4453.0,7261174.218419324,100.0,3070.0,7364317.309061963,0.0,93.0,4520.0,4847583.403742648,88.0,5231.0,6363475.998305189,68.0,7095147.414169277,1507.0
12,49.0,1499.0,6292959.004861103,98.0,5367.0,6848372.222437734,72.0,1591.0,7389826.751811391,0.0,81.0,4570.0,6122255.615827246,66.0,4329.0,4609987.111456634,83.0,6985555.7702309415,2295.0
