,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,50.0,2930.0,5051317.214825045,108.0,7111.0,7258941.586334821,72.0,1743.0,7375506.979560638,0.0,118.0,7569.0,7114654.662490057,70.0,4986.0,6738443.226924425,59.0,5826131.512319564,2095.0
1,50.0,2224.0,6093978.395593112,89.0,7645.0,7161286.281465256,64.0,2253.0,7201202.545032166,0.0,94.0,7906.0,6791329.446978441,63.0,7571.0,7159393.851567708,49.0,7418138.26910006,2374.0
2,40.0,2826.0,6841464.937141597,93.0,6632.0,6987809.870181524,77.0,2285.0,7199725.496544639,0.0,105.0,8654.0,6983767.227699766,51.0,4466.0,6444921.8095548535,76.0,6986356.184071545,3932.0
3,38.0,2237.0,5336381.751631622,108.0,9309.0,7274479.390082163,58.0,2794.0,7354538.414708473,0.0,100.0,9794.0,6733157.663061142,59.0,6256.0,6390488.491042052,49.0,7069643.381323285,3682.0
4,55.0,2932.0,6503840.637445023,110.0,6790.0,7175117.7694648355,82.0,3160.0,7271297.41799546,0.0,104.0,7178.0,6818373.290791233,73.0,7134.0,6659100.507340545,69.0,7168545.278215624,3841.0
5,37.0,2651.0,5493733.196359547,66.0,6128.0,7464959.924264823,68.0,4552.0,7300004.676194267,0.0,99.0,7107.0,7335889.53103128,60.0,6871.0,6732414.744436554,37.0,5375801.750379833,2269.0
6,48.0,3477.0,6397671.122598287,69.0,6134.0,7281080.565471712,54.0,3126.0,7249348.102478458,0.0,94.0,9301.0,6987224.4271641,55.0,7015.0,6077914.345154205,62.0,6822586.374440931,3594.0
7,50.0,2746.0,6170668.92773211,92.0,8226.0,7309543.872441084,90.0,4248.0,6770705.543597092,0.0,114.0,7746.0,7136311.911218802,74.0,5876.0,6852446.563778083,48.0,6535085.080247669,2242.0
8,59.0,3051.0,6269217.771395141,109.0,7740.0,7236196.495524725,75.0,1945.0,7274187.2038154835,0.0,99.0,7472.0,6830603.1928421315,56.0,3481.0,6358411.05801609,57.0,6728157.5082524195,2703.0
9,40.0,1979.0,5969906.839857528,117.0,8611.0,7166077.736049669,83.0,4435.0,7234360.018085171,0.0,104.0,7295.0,7064761.702296503,80.0,8199.0,6638616.62145743,104.0,6959085.6574767195,6677.0
10,38.0,1433.0,6298840.244548745,92.0,6676.0,7292284.33427171,68.0,3742.0,7441574.092443476,0.0,82.0,7914.0,6945267.940229276,52.0,4523.0,6172996.290568665,63.0,6745246.259951142,3800.0
11,39.0,2264.0,4660204.559152766,110.0,7779.0,7158079.141677909,108.0,7568.0,7325869.7392516425,0.0,99.0,9517.0,6080417.738209825,70.0,6798.0,6921678.398164131,67.0,6385936.585115508,4265.0
12,59.0,4180.0,6068007.811518208,110.0,8948.0,7271139.151040731,57.0,1921.0,7361164.524340134,0.0,102.0,10594.0,6725516.476568768,61.0,4428.0,6062902.138675632,70.0,5350963.489602953,3928.0
