,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,68.0,2859.0,7133729.3102246635,178.0,11569.0,9653403.37719455,127.0,3490.0,9837481.43965987,0.0,172.0,13614.0,7600065.363695379,124.0,10641.0,8734915.393131617,107.0,9348126.61727411,3496.0
1,60.0,1725.0,8680524.0978911,175.0,11270.0,9885647.02899904,125.0,3325.0,9763139.431855742,0.0,185.0,13399.0,7792725.316395307,108.0,8876.0,9060316.188638061,113.0,8841366.646679226,3756.0
2,50.0,1931.0,7396333.821021867,197.0,13305.0,9870988.318905253,120.0,3859.0,9681278.145108199,0.0,172.0,12520.0,8689698.60689956,114.0,11644.0,7597142.478628918,77.0,7744261.799830734,2970.0
3,50.0,1787.0,7729621.902771002,148.0,10210.0,9963930.236339,86.0,3038.0,9660359.385916691,0.0,160.0,14331.0,8741458.504575495,98.0,9559.0,9756572.694890194,57.0,6951826.693497706,2662.0
4,58.0,2255.0,6484704.40115483,164.0,12147.0,9751252.764764342,131.0,5461.0,9948631.818851018,0.0,188.0,13832.0,8941910.11676684,123.0,11054.0,8265597.127203555,49.0,4798165.014458549,1931.0
5,70.0,2194.0,8338434.917638955,194.0,12093.0,9925649.41009983,129.0,3614.0,9882055.41270414,0.0,182.0,14925.0,7148084.608793337,135.0,12470.0,8760695.065513179,97.0,9044487.57875081,3611.0
6,108.0,4003.0,7869437.841169511,172.0,10180.0,9887760.881168373,130.0,2994.0,9772494.921447167,0.0,197.0,14626.0,8014826.750930697,117.0,10132.0,9454275.605059326,145.0,8720866.33785471,5403.0
7,80.0,2655.0,8600100.280748192,203.0,13736.0,9740346.31932172,125.0,3653.0,9860919.013842072,0.0,191.0,13658.0,7960276.527911557,117.0,8108.0,7566202.305858888,99.0,8926680.802584115,3589.0
8,90.0,3383.0,8992835.501572268,154.0,9578.0,9902290.096653044,110.0,3044.0,9894453.801988076,0.0,202.0,14476.0,8565106.894438434,115.0,10422.0,7767092.897330953,124.0,8646229.656785548,5022.0
9,39.0,1266.0,7711302.987879042,147.0,9293.0,9773109.525465308,104.0,2862.0,9863313.487758944,0.0,172.0,14012.0,9215224.942679252,140.0,11617.0,9274783.765682599,55.0,7268323.359955694,2483.0
10,60.0,2775.0,7566210.2368921675,167.0,11376.0,9823337.722847281,172.0,6078.0,9850258.216843918,0.0,166.0,14017.0,8694961.691611527,115.0,11757.0,8531639.461953748,130.0,9186433.793729687,4284.0
11,60.0,2104.0,9256881.817571739,143.0,7836.0,9896998.222285107,132.0,4141.0,9849603.303652225,0.0,178.0,14366.0,7511891.856436901,128.0,10389.0,8571681.563896822,87.0,6604564.309802409,3041.0
12,60.0,2479.0,7906270.228703789,164.0,9575.0,9798116.285305368,96.0,3244.0,9824760.358092079,0.0,168.0,14483.0,8036515.8191791065,128.0,12993.0,8787268.241996767,88.0,8988451.811202813,3635.0
