,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,98.0,4000.0,9899780.08682026,99.0,5464.0,9615661.63836434,85.0,2030.0,9973820.911395427,0.0,116.0,7814.0,6809715.168139325,82.0,5538.0,9085298.942464843,119.0,8610640.578749128,5354.0
1,90.0,4916.0,7283173.569019092,109.0,7525.0,9745694.170045469,83.0,3339.0,9783488.695773158,0.0,77.0,7332.0,7953558.05009441,69.0,7177.0,9617962.944172215,125.0,8502873.942686224,7201.0
2,94.0,4537.0,9370491.70899101,95.0,6512.0,9895581.13548642,109.0,4388.0,9942839.920463081,0.0,100.0,7149.0,9237707.558590136,76.0,5725.0,9392870.2843428,155.0,9158162.354032326,7051.0
3,68.0,4045.0,8917701.93328407,85.0,7499.0,9959749.704251332,87.0,4126.0,9818856.111906683,0.0,85.0,7265.0,8510382.349801227,52.0,5764.0,8195926.747659197,101.0,9157260.185537893,5393.0
4,108.0,5177.0,8660988.211427111,103.0,6678.0,9670880.12405712,68.0,2083.0,9948401.756703617,0.0,100.0,7743.0,7535461.924366184,79.0,7431.0,7931608.355536512,123.0,8345937.219904392,6424.0
5,86.0,4841.0,9273247.549963238,104.0,7922.0,9975403.271012405,80.0,5466.0,9883241.866221743,0.0,92.0,7869.0,6591917.009702511,64.0,6265.0,7535743.993975836,110.0,9809718.746858917,5804.0
6,69.0,4364.0,9106049.430198604,87.0,7023.0,9715624.185838439,92.0,6084.0,9945440.724986501,0.0,87.0,7769.0,7667928.595149621,57.0,7163.0,6812554.949387535,109.0,8772913.571769215,6664.0
7,77.0,3741.0,7234388.419680469,110.0,7555.0,9854482.61781887,82.0,2913.0,9892420.210010223,0.0,102.0,7689.0,7043606.894972775,67.0,5092.0,7672130.309631743,134.0,9824575.409440186,6687.0
8,103.0,4111.0,9123806.8873926,122.0,5772.0,9640525.229229461,83.0,3597.0,9852794.338462278,0.0,109.0,7697.0,9866686.342101736,70.0,4939.0,9123962.345289052,158.0,9429064.157305397,7012.0
9,141.0,6430.0,9629897.630623367,103.0,6033.0,9824384.937448587,125.0,5083.0,9329767.820445504,0.0,105.0,7886.0,6461219.60474607,84.0,6761.0,9381063.878077272,155.0,7875516.600649545,7212.0
10,82.0,3904.0,7768222.8408817295,104.0,7590.0,9922489.84848876,64.0,2402.0,9982411.597079642,0.0,98.0,7458.0,8016877.694885556,65.0,3695.0,8901197.63449344,115.0,9788836.35569935,6226.0
11,81.0,3971.0,7102558.488400223,124.0,7211.0,9605958.417350255,94.0,4832.0,9885188.359600618,0.0,86.0,7498.0,6955734.477491406,90.0,7052.0,8646894.555654818,131.0,8636883.167151175,6641.0
12,75.0,3824.0,8236180.844178941,105.0,7326.0,9327810.860534113,111.0,5064.0,9968760.347468702,0.0,96.0,7120.0,7628769.063948398,64.0,4613.0,7747358.004874755,117.0,9062983.03749512,5748.0
