,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,25.0,1657.0,3278939.490885201,37.0,2947.0,4813002.016874518,31.0,1283.0,4840570.013145752,0.0,47.0,4931.0,4499470.156740621,38.0,3610.0,4444463.403625455,34.0,4108892.315643412,2066.0
1,20.0,1077.0,4011966.9084992413,36.0,2889.0,4876374.5862380965,53.0,2864.0,4850016.323330486,0.0,61.0,3237.0,4626195.02757261,29.0,2335.0,4499645.259047969,47.0,4525885.3130034115,2920.0
2,29.0,1483.0,2270782.3340567,58.0,3150.0,4737634.478174614,56.0,2518.0,4583227.956340605,0.0,61.0,5559.0,4688260.14887923,32.0,4050.0,4856702.553829489,30.0,3205082.230060134,1657.0
3,29.0,1573.0,3760611.4048712645,67.0,4535.0,4678601.486669046,45.0,2500.0,4910974.11272485,0.0,60.0,5932.0,4888628.739382524,46.0,3607.0,4800847.184320429,37.0,4222716.749968066,1990.0
4,30.0,612.0,3726809.869420441,31.0,1671.0,4885282.916980485,40.0,1067.0,4974125.776152907,0.0,53.0,3990.0,4610215.687617728,39.0,1330.0,4018934.840022289,30.0,3301616.10283561,947.0
5,49.0,3291.0,4238145.806949356,64.0,6568.0,4746934.603010803,48.0,2224.0,4914024.582646861,0.0,56.0,5426.0,4324052.698298736,40.0,3310.0,3495270.6371640824,31.0,3444769.8025421854,1544.0
6,29.0,1515.0,4155635.677945811,57.0,4354.0,4861666.412176699,46.0,2228.0,4530979.80566664,0.0,42.0,3308.0,4162719.5021594595,34.0,3997.0,4501253.435367267,38.0,4314775.910265666,2186.0
7,35.0,1965.0,4106448.2356764525,42.0,4629.0,4082290.28647748,39.0,2193.0,4849521.586381649,0.0,41.0,4217.0,4711835.420695991,28.0,2199.0,3942348.620844214,43.0,4496096.873120436,2844.0
8,20.0,1227.0,3829274.824162341,23.0,2400.0,4516906.038333565,32.0,1707.0,4544271.658123825,0.0,38.0,3357.0,4542145.164150689,22.0,1521.0,4023113.8523698607,20.0,4172414.9059667643,1337.0
9,30.0,2001.0,3548436.628881485,55.0,3116.0,4572258.457173897,43.0,1308.0,4773403.056464316,0.0,70.0,4489.0,4919405.904792025,37.0,2911.0,4456191.661540498,30.0,3608839.0349139874,1178.0
10,37.0,2130.0,4202886.3502217345,41.0,2594.0,4890033.646840803,40.0,1910.0,4593835.623164225,0.0,51.0,4398.0,4566431.197563151,32.0,2195.0,3995346.680982571,37.0,2727954.7355582174,1666.0
11,19.0,1732.0,4378823.179234048,47.0,3119.0,4708374.344836801,29.0,1331.0,4552119.842085501,0.0,42.0,3285.0,4138213.9128155718,33.0,2614.0,4549321.724053012,19.0,4798602.685797334,1388.0
12,37.0,1907.0,4495744.853395806,45.0,2225.0,4749033.830290465,31.0,1118.0,4778483.366050831,0.0,42.0,3358.0,4154347.8097135974,34.0,2063.0,4072690.6158721526,28.0,4069833.7104798313,1752.0
