,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,42.0,2432.0,5732311.8821218675,63.0,4461.0,6948101.534984184,46.0,2037.0,6991733.273290278,0.0,57.0,5511.0,6737268.560444934,48.0,4190.0,6682261.807329768,51.0,6248322.133288207,2689.0
1,29.0,1508.0,5898709.853455542,62.0,4126.0,7059810.1859761905,69.0,4333.0,7232625.961728767,0.0,82.0,5155.0,6860468.742162039,41.0,3039.0,6822754.897446251,68.0,6189215.880657338,3800.0
2,55.0,2962.0,6095020.858429611,84.0,4806.0,7088166.791352501,60.0,2638.0,6971950.71578824,0.0,71.0,5857.0,7197478.320844175,43.0,4568.0,6750987.293840786,59.0,5556457.134689822,3963.0
3,38.0,1790.0,6765361.055489063,88.0,6552.0,7175036.129039442,63.0,3906.0,6797853.5510593755,0.0,74.0,7496.0,7290722.657094723,61.0,5000.0,7290887.581527829,62.0,6750049.069514586,3806.0
4,45.0,2611.0,5760746.330163648,44.0,3304.0,6629082.2587856045,67.0,2289.0,7307380.558724526,0.0,72.0,4518.0,6991175.733295273,52.0,2963.0,5762734.181827408,50.0,5207324.875590863,1562.0
5,53.0,4149.0,5638729.595797756,78.0,8117.0,6720461.103031068,63.0,3521.0,7287953.756634766,0.0,74.0,6963.0,6710655.10380137,51.0,4385.0,5691137.250709803,70.0,5975819.150854543,5647.0
6,43.0,2729.0,5122659.565343527,73.0,4687.0,7313897.256247373,59.0,3016.0,7018599.538626203,0.0,56.0,4988.0,6126546.170124326,44.0,4485.0,6754647.5012288075,48.0,6396308.466448895,3183.0
7,36.0,1691.0,5623927.265288199,60.0,5357.0,6268923.738734583,49.0,3350.0,7280264.260425484,0.0,56.0,5795.0,6507486.458951967,38.0,2736.0,5771397.247593829,59.0,6391302.689924044,4749.0
8,20.0,1227.0,4307222.863284437,38.0,4090.0,6753572.290326644,45.0,2832.0,6985979.376003722,0.0,47.0,4069.0,7039918.632642962,29.0,2183.0,5878069.506827565,31.0,6233951.373087057,2730.0
9,54.0,2773.0,7214966.44145654,78.0,3913.0,6945945.154431753,72.0,3358.0,7254510.608902769,0.0,80.0,4706.0,7529668.82963806,47.0,3011.0,6679158.467041882,48.0,5776839.929522304,3167.0
10,37.0,2297.0,4784481.829317158,52.0,3656.0,7247949.818075038,55.0,3359.0,6962567.409887088,0.0,74.0,5578.0,7016235.869445469,41.0,3123.0,6465688.372758773,42.0,4291945.592905763,2099.0
11,28.0,2265.0,4671117.969719299,69.0,5926.0,7174090.549348356,49.0,2796.0,7011415.021782871,0.0,58.0,4802.0,6017607.449387018,42.0,3654.0,6585574.869354053,36.0,7075493.231889797,2488.0
12,37.0,1907.0,5646965.507135196,66.0,4063.0,7204548.874508658,49.0,2501.0,7207357.896374011,0.0,60.0,4640.0,6040395.105009858,44.0,3938.0,6485205.354420222,45.0,6163489.380283504,2237.0
