,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
1,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
2,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
3,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
4,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
5,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
6,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
7,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
8,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
9,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
10,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
11,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
12,40.0,3407.0,4685488.2847236665,36.0,3665.0,4849475.964194503,34.0,3147.0,4793942.160102414,45.0,33.0,3718.0,3877120.296630946,26.0,2469.0,3347593.301290497
