,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
1,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
2,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
3,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
4,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
5,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
6,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
7,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
8,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
9,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
10,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
11,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
12,16.0,915.0,1519018.1709839571,25.0,1647.0,1986599.2113707156,9.0,550.0,2433127.503779504,25.0,21.0,1965.0,1716352.8839041085,28.0,2654.0,2990447.761488104
