,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
1,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
2,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
3,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
4,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
5,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
6,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
7,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
8,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
9,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
10,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
11,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
12,74.0,5950.0,8262778.31363589,58.0,4559.0,9954602.051648192,45.0,3021.0,9642904.272289421,74.0,58.0,5270.0,7013853.149414533,52.0,4989.0,9544242.17196317
