,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
1,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
2,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
3,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
4,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
5,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
6,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
7,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
8,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
9,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
10,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
11,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
12,10.0,128.0,1859202.359412485,24.0,2246.0,2134079.0220668246,17.0,784.0,2331391.4047186472,25.0,19.0,2408.0,2417643.8561083325,19.0,949.0,3800304.7815487077
