,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
1,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
2,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
3,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
4,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
5,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
6,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
7,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
8,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
9,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
10,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
11,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
12,74.0,7783.0,8077734.52208299,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,74.0,64.0,7966.0,7731066.943270098,52.0,6441.0,9657175.505296502
