,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
1,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
2,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
3,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
4,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
5,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
6,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
7,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
8,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
9,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
10,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
11,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
12,88.0,12710.0,9729593.277252521,54.0,5675.0,9668947.392887902,58.0,5621.0,9969292.307734193,88.0,74.0,10769.0,9762006.045264231,52.0,6441.0,9657175.505296502
