,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
1,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
2,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
3,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
4,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
5,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
6,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
7,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
8,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
9,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
10,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
11,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
12,25.0,1043.0,3539182.450356236,36.0,3687.0,4954556.809436512,38.0,1722.0,4899787.727911387,55.0,41.0,3971.0,4652789.318426016,26.0,3333.0,3414793.301290497
