,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
1,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
2,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
3,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
4,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
5,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
6,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
7,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
8,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
9,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
10,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
11,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
12,32.0,2363.0,3897922.902897337,38.0,2968.0,4961125.329642638,29.0,1700.0,4940006.418855834,57.0,41.0,4029.0,4657300.429537127,26.0,1667.0,3285215.523512719
