,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
1,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
2,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
3,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
4,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
5,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
6,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
7,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
8,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
9,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
10,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
11,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
12,42.0,1765.0,5494087.069626773,28.0,1998.0,3363602.573914095,43.0,1914.0,8087885.8958562985,44.0,25.0,1984.0,4078190.209770071,27.0,1827.0,8017654.150583953
