,x,n,rseo,rseo_std,rseo_conf,mre,mre_std,mre_conf,mrs,mrs_std,mrs_conf,opt,opt_std,opt_conf,partition_dfs,partition_dfs_std,partition_dfs_conf,partition_bfs,partition_bfs_std,partition_bfs_conf
0,1.0,10.0,0.5653656788598463,0.20314601372761049,0.11794390408015627,0.7928759768765071,0.19436281638123992,0.11284449520508753,0.753618554082499,0.19409849332307158,0.11269103271351937,1.0,0.0,0.0,0.9782307869264392,0.22429049012992466,0.13022010901698353,0.8469600241869595,0.16535030436194617,0.09600021225835853
1,2.0,15.0,0.5572153244035858,0.16460299960593286,0.09556633694451622,0.8739157346763112,0.13589459322752015,0.07889861373371396,0.6627664884770949,0.21317792519626408,0.1237682999532941,1.0,0.0,0.0,1.0666647837476915,0.2355902598669032,0.1367806067276256,0.8775634008283938,0.14323008370724813,0.08315750304021058
2,3.0,20.0,0.6435824192857441,0.21917952430726678,0.12725274947256834,0.8180509033450212,0.16329897547304964,0.09480923768165196,0.7062365691023655,0.19025217539076164,0.11045791110337333,1.0,0.0,0.0,1.0018432202696574,0.26672526178675815,0.15485717939862434,0.8149464213416295,0.21178967199924423,0.12296229840345407
3,4.0,25.0,0.6373257002104767,0.23163204278353147,0.13448251794191304,0.8440991510987763,0.17791148200591805,0.10329306681154174,0.79636174357876,0.2284144576397083,0.1326144303205548,1.0,0.0,0.0,1.136190773529952,0.2469142984107538,0.14335519458838844,0.8205064316688511,0.15878874873776838,0.09219065935129378
4,5.0,30.0,0.5386795870426548,0.19637040816668985,0.11401007659470173,0.8433261858672672,0.1386061057325647,0.08047288223615147,0.7321039309044737,0.15534295352369448,0.09019007596424522,1.0,0.0,0.0,1.0064850543505917,0.15427210069077574,0.0895683528918,0.887449819911897,0.1667102842684979,0.09678979870756325
5,6.0,35.0,0.47719578605128476,0.1738944178584225,0.10096081219427255,0.8553887781061693,0.13805958050767045,0.08015557687770744,0.66976804610756,0.1774979969159234,0.10305300280586407,1.0,0.0,0.0,1.0646997331779942,0.19576864571768504,0.11366070123034126,0.9000209174665696,0.1240544159451596,0.07202436250890158
6,7.0,40.0,0.5133907794772959,0.19258852670269325,0.1118143659506808,0.8610437789081514,0.14460479783804428,0.08395564398624786,0.7435777009520628,0.16032285802656213,0.09308134302992396,1.0,0.0,0.0,0.9615952296235256,0.15183296657941123,0.08815222370279631,0.7816922110675412,0.19222543817631493,0.11160356152709419
7,8.0,45.0,0.5645626563043671,0.20513265423549787,0.11909732143353935,0.7445494328817398,0.21611106978316422,0.12547124512786417,0.6832439176436819,0.2102138560617858,0.12204740039307625,1.0,0.0,0.0,0.9172016987458278,0.18505156029224556,0.10743850236833584,0.7657021264170988,0.2606346864278658,0.15132107143991555
