,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,79.0,7035.0,8943800.49415442,69.0,5484.0,9692499.40907941,67.0,4669.0,9019207.609039305,79.0
1,107.0,7390.0,8207095.310993971,90.0,5539.0,9452526.632540401,83.0,4402.0,9991741.813894616,107.0
2,80.0,9819.0,8829960.514771134,64.0,6047.0,9887942.178953333,43.0,2848.0,9948558.378025819,80.0
3,68.0,7946.0,7903636.583913099,60.0,6408.0,9459339.698013699,60.0,5981.0,9735096.018759128,68.0
4,91.0,7897.0,8634341.211743105,68.0,5795.0,9143503.677756477,63.0,4313.0,9730473.265908906,91.0
5,93.0,9569.0,8025951.915305899,66.0,5320.0,9716249.462364241,73.0,5447.0,9734291.963903232,93.0
6,82.0,8823.0,8091346.651582583,73.0,5936.0,9930709.906328134,65.0,5015.0,9835405.473801322,82.0
7,71.0,8210.0,8511424.98637024,60.0,6017.0,9798480.263943575,50.0,3716.0,9583379.661847802,71.0
8,86.0,8046.0,6740370.395812522,68.0,5880.0,8882663.61715057,65.0,5834.0,9891593.581501393,86.0
9,81.0,7368.0,7059166.374060267,72.0,4948.0,9477394.7311256,72.0,4370.0,9800966.31386219,81.0
10,71.0,7612.0,8592592.265495868,59.0,4041.0,9979994.813456254,58.0,3612.0,9852663.599315153,71.0
11,76.0,6336.0,8710317.39998702,62.0,4333.0,9942472.347391393,36.0,1648.0,9982347.140432954,76.0
12,88.0,9267.0,8809511.211364346,64.0,5709.0,9071247.782423047,62.0,4548.0,9396093.405151343,88.0
