,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,20.0,834.0,4045134.599253497,28.0,1980.0,3956756.0116468263,36.0,1902.0,4698788.23318814,0.0,24.0,1703.0,2300159.7285766536,28.0,1729.0,3780776.627425885
1,29.0,731.0,3023925.840841749,44.0,1910.0,4575362.17753148,55.0,1914.0,4774335.793987662,0.0,38.0,1627.0,2965448.696174491,30.0,1814.0,4577795.237729548
2,32.0,1756.0,2520962.0459756334,29.0,1898.0,3178203.102070852,33.0,1864.0,3328577.7479275754,0.0,24.0,1763.0,1379378.2883692065,23.0,1845.0,4075594.268274663
3,29.0,759.0,4522044.438459488,40.0,1974.0,4435363.062191238,44.0,1991.0,4976593.92045017,0.0,27.0,1866.0,3106514.882645168,27.0,1706.0,3591565.594172072
4,57.0,1897.0,4282706.21192607,28.0,1921.0,2895872.6309570516,34.0,962.0,4793928.247487082,0.0,27.0,1970.0,2475882.215754114,21.0,1850.0,1802790.069720293
5,45.0,1957.0,3761744.5189227946,24.0,1927.0,3255622.1816158216,40.0,1638.0,4871352.559736058,0.0,21.0,1994.0,1337612.7172505623,26.0,1610.0,4420655.357234899
6,34.0,1245.0,4986030.412911639,19.0,1954.0,2099268.822578023,36.0,1765.0,4955265.307121744,0.0,23.0,1571.0,2668246.213850811,22.0,1539.0,4875873.327682415
7,27.0,797.0,4704720.84089711,39.0,1960.0,3682955.1770389015,41.0,1389.0,4928296.039081292,0.0,30.0,1726.0,4261705.439617717,24.0,1018.0,4523175.288990702
8,36.0,1748.0,3623239.725271418,33.0,1973.0,3932944.5925017493,40.0,1969.0,4755920.674399409,0.0,26.0,1984.0,2398867.359328702,24.0,1919.0,1439780.4859760257
9,37.0,1140.0,4043966.8270980706,24.0,1975.0,4438926.581193466,34.0,1079.0,4884821.477745894,0.0,27.0,1770.0,1889345.45799284,37.0,1890.0,2608418.0801257323
10,19.0,723.0,2812777.2637156514,40.0,1549.0,4740675.311610313,35.0,1266.0,4996582.474647679,0.0,23.0,1911.0,2820659.603662324,24.0,1364.0,2296904.624182592
11,41.0,1421.0,4953737.71372073,34.0,1985.0,3492229.3651529024,29.0,684.0,4981733.772635714,0.0,31.0,1729.0,2193082.9030169426,29.0,1974.0,4114223.671076475
12,54.0,1975.0,3803777.353965072,36.0,1792.0,4869927.797638099,52.0,1901.0,4963157.406999688,0.0,32.0,1911.0,3603099.5554416925,27.0,1979.0,3349915.9164676205
