,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,47.0,1678.0,3979475.609782754,45.0,1935.0,4166703.9477017764,38.0,1405.0,4902416.798925874,49.0,31.0,1957.0,3681981.886556872,23.0,1630.0,2161528.095296625
1,41.0,1628.0,4099000.354844299,31.0,1915.0,4293904.675707293,41.0,1628.0,4470349.323055984,44.0,26.0,1310.0,2156983.134561348,26.0,1612.0,4271202.178976935
2,39.0,1175.0,3383718.3589541074,41.0,1952.0,3745020.30398205,39.0,1750.0,4928764.367905925,51.0,26.0,1601.0,1532784.9496336991,24.0,846.0,4226688.382845711
3,44.0,1803.0,3709438.326974006,44.0,1803.0,3722207.6723539545,35.0,1245.0,4933934.162290174,51.0,26.0,1498.0,4910627.174110592,24.0,1956.0,3803957.550991411
4,30.0,922.0,3773391.6585135194,42.0,1874.0,4632958.030029455,40.0,1065.0,4974790.71327514,60.0,31.0,1928.0,2461615.7910502832,33.0,1650.0,4570575.417278754
5,46.0,1860.0,4854717.340963644,34.0,1952.0,4668981.922481091,41.0,1558.0,4293571.716595084,48.0,25.0,1949.0,1705609.7147438321,22.0,1963.0,1224743.1149167274
6,36.0,1286.0,4941534.648431803,19.0,1952.0,2551912.5526920296,35.0,1256.0,4983323.378699707,45.0,22.0,1484.0,2030825.7986823346,19.0,1161.0,1168256.3193116316
7,33.0,1482.0,4041108.0038869344,38.0,1835.0,4250343.672294547,37.0,1829.0,4818980.118294432,39.0,22.0,1824.0,2295731.7006784193,26.0,1842.0,2894272.550029297
8,30.0,1543.0,4520914.757804639,27.0,1772.0,4818320.201748632,26.0,1626.0,4848860.208739657,35.0,21.0,1589.0,2400508.7267660443,16.0,1569.0,2933264.270649486
9,60.0,1878.0,4106082.6374831214,53.0,1635.0,4754634.250118449,51.0,1492.0,4448447.647667667,60.0,42.0,1736.0,3027823.6202241434,26.0,1483.0,2485432.9560528286
10,41.0,1601.0,4547683.891385633,34.0,1996.0,4418898.073284935,41.0,1601.0,4816928.354733874,46.0,31.0,1964.0,4585938.2951027565,28.0,1792.0,4724414.598512366
11,33.0,1524.0,4902896.240880316,26.0,1692.0,4153171.4836252006,27.0,1102.0,4382339.393009362,39.0,21.0,1558.0,1353379.620908723,23.0,1783.0,2216402.8024313306
12,48.0,1430.0,4681716.262783207,37.0,1930.0,4905999.2144977255,47.0,1705.0,4932499.987344692,52.0,24.0,1542.0,4535632.648289875,25.0,1096.0,2724762.185026749
