,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,775.0,1989062.6409229964,37.0,1788.0,2464638.485291269,24.0,341.0,2403136.525548682,0.0
1,10.0,708.0,530825.8158802399,45.0,4560.0,2490577.9678837433,30.0,776.0,2426525.891318346,0.0
2,20.0,780.0,2409600.7879221807,28.0,2341.0,2429271.8113123784,27.0,707.0,2480775.1464318326,0.0
3,10.0,766.0,2695240.269448622,30.0,2927.0,2405314.1402808554,20.0,629.0,2386545.2119076364,0.0
4,29.0,1444.0,2153472.632370976,49.0,2731.0,2474592.2806337755,39.0,1441.0,2436254.3981011454,0.0
5,10.0,700.0,1893616.2450135238,10.0,1658.0,2498900.9132918487,29.0,2212.0,2488813.5124647864,0.0
6,29.0,2071.0,2355217.4493777356,23.0,2113.0,2438117.684022063,19.0,1371.0,2459970.2695462164,0.0
7,20.0,1311.0,1971048.2950171507,28.0,2587.0,2339975.153188501,33.0,1580.0,2312839.2587449527,0.0
8,20.0,1260.0,2159018.340797874,48.0,3309.0,2463738.457753665,37.0,856.0,2441959.8732472197,0.0
9,20.0,792.0,1972857.6776214007,37.0,2062.0,2261781.293668903,27.0,1447.0,2495085.138097191,0.0
10,10.0,583.0,1615239.6930530525,39.0,3357.0,2414484.4143614788,19.0,487.0,2480170.621161028,0.0
11,20.0,1186.0,998391.0831230939,47.0,3595.0,2471795.2167742406,44.0,2056.0,2489687.297224463,0.0
12,10.0,803.0,1274545.1813593996,35.0,2968.0,2458160.7255456196,18.0,405.0,2431254.468117432,0.0
