,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,26.0,1963.0,4295598.842412882,22.0,1921.0,4408282.574707118,26.0,1963.0,7770199.102366356,26.0
1,36.0,1908.0,2861137.1044024527,34.0,1953.0,2442231.558788463,36.0,1908.0,3268490.271017905,36.0
2,37.0,1751.0,4423475.6817347165,37.0,1751.0,5884056.988924294,37.0,1751.0,7282205.842045883,38.0
3,39.0,1907.0,4508798.158413757,39.0,1907.0,4384430.330111236,39.0,1907.0,6396959.586546797,39.0
4,26.0,1917.0,3630424.3690124494,24.0,1934.0,3222770.715455589,26.0,1917.0,3400701.7799190455,26.0
5,19.0,1790.0,3021815.196694076,13.0,1892.0,3277302.231823795,19.0,1790.0,3021815.196694076,19.0
6,44.0,1755.0,5850726.212670186,44.0,1755.0,8407285.423417147,44.0,1755.0,9379741.44864478,44.0
7,27.0,1288.0,5233205.039003594,29.0,1995.0,5649482.720665151,29.0,1786.0,6547702.96917776,31.0
8,33.0,1910.0,4391320.381432684,33.0,2000.0,5543495.31243045,33.0,1910.0,6837021.251780885,33.0
9,34.0,1601.0,4432757.837458447,30.0,1861.0,4364614.046398675,34.0,1601.0,5051213.680351185,34.0
10,26.0,1931.0,4594092.224302158,20.0,1925.0,2809490.9425883116,26.0,1931.0,4382988.557153561,26.0
11,31.0,1911.0,3384736.8741749167,20.0,1961.0,3818117.3973560454,31.0,1911.0,4975737.271901141,31.0
12,35.0,1536.0,5108816.204405016,35.0,1817.0,3959915.6793092713,38.0,1970.0,7029009.276977195,38.0
