,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,10.0,297.0,1776718.785922994,52.0,3802.0,2479315.465020466,34.0,1126.0,2464620.4527986343,0.0
1,20.0,644.0,2322509.566956053,53.0,2663.0,2388799.601783701,23.0,367.0,2226898.331820256,0.0
2,30.0,1700.0,2445623.9132395033,56.0,3469.0,2498879.5219874615,39.0,1555.0,2459175.008288701,0.0
3,20.0,895.0,2253054.588257785,33.0,1425.0,2472105.8938530786,19.0,211.0,2425017.748588945,0.0
4,20.0,912.0,1547745.3538090338,41.0,3705.0,2460480.37649635,36.0,708.0,2490667.5531778154,0.0
5,20.0,485.0,1307338.8965663656,45.0,3687.0,2445397.67476914,48.0,1233.0,2374304.00373103,0.0
6,10.0,492.0,2053628.2721094722,31.0,2357.0,2450933.8495310983,34.0,1727.0,2494185.534953651,0.0
7,30.0,1398.0,2452999.371258331,36.0,2291.0,2480328.9794818815,31.0,883.0,2494576.505074772,0.0
8,37.0,1556.0,1688674.566955524,42.0,2654.0,2382062.3890972193,39.0,1077.0,2454664.3349340977,0.0
9,17.0,395.0,1479469.1026526785,45.0,2274.0,2421024.766489225,40.0,592.0,2491130.55290404,0.0
10,10.0,680.0,2074735.3439626866,49.0,4429.0,2470274.141694315,33.0,786.0,2449733.4306470747,0.0
11,23.0,1145.0,2315914.0154599,34.0,1447.0,2372103.269788836,27.0,581.0,2432629.597790187,0.0
12,17.0,786.0,1897403.8640240117,34.0,2545.0,2391194.0800578287,22.0,1152.0,2482344.250179385,0.0
