,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,360.0,2214734.3324205875,40.0,1137.0,2494418.29214091,27.0,427.0,2480138.1884575877,0.0
1,30.0,700.0,2334143.4797547515,38.0,1965.0,2387893.4529806855,35.0,1539.0,2391620.1764344005,0.0
2,10.0,149.0,2025438.4586033302,37.0,2236.0,2493454.6688883277,32.0,560.0,2440206.1692398177,0.0
3,10.0,590.0,2058011.7663632322,26.0,2366.0,2426219.2151911836,17.0,441.0,2128374.1629702123,0.0
4,30.0,1534.0,2191684.7651492176,31.0,1390.0,2427586.9052820997,19.0,562.0,2426889.2999636773,0.0
5,10.0,459.0,779402.921742341,29.0,2265.0,2451577.913710319,39.0,1264.0,2314928.242197687,0.0
6,20.0,1202.0,2281052.959043176,44.0,2371.0,2490508.442027064,34.0,953.0,2498719.9642350613,0.0
7,20.0,956.0,1130973.872339419,25.0,553.0,2067254.092565049,25.0,553.0,2067254.092565049,0.0
8,10.0,481.0,1942145.2810753402,25.0,2156.0,2491570.8748443387,18.0,459.0,2498237.6094547557,0.0
9,10.0,556.0,1730353.8309428296,37.0,1165.0,2497100.6224430995,55.0,1167.0,2461124.26670679,0.0
10,10.0,468.0,1996643.4616643167,23.0,669.0,2461745.8974760566,35.0,793.0,2249497.105112462,0.0
11,20.0,1757.0,2288656.031951819,40.0,1602.0,2391507.718726444,21.0,460.0,2395437.632379582,0.0
12,10.0,214.0,948954.9375511047,25.0,1584.0,2449103.3807931202,27.0,804.0,2230081.340122292,0.0
