,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,27.0,616.0,4838716.921032223,38.0,2844.0,4791787.3612183845,34.0,1092.0,4984538.714241767,61.0
1,45.0,2336.0,4853632.157094978,42.0,2283.0,4603212.473005583,49.0,1610.0,4714898.452869854,77.0
2,51.0,3611.0,4537790.342862958,52.0,3165.0,4751413.92908574,41.0,2104.0,4813024.071433654,79.0
3,54.0,3704.0,4343394.181749979,40.0,2638.0,4681528.679011244,14.0,541.0,4758520.682412497,69.0
4,48.0,2775.0,4818819.67855515,55.0,4586.0,4955736.98588299,50.0,2812.0,4991230.054932279,93.0
5,48.0,3956.0,4813196.155748711,53.0,3132.0,4890738.537518261,49.0,2140.0,4987675.689159725,76.0
6,42.0,1846.0,4967722.121021975,48.0,2788.0,4763139.650292568,45.0,2138.0,4990636.047976288,66.0
7,29.0,2259.0,3962566.7841390097,47.0,4148.0,4881278.403752773,38.0,2579.0,4979231.054760876,75.0
8,42.0,2532.0,4974034.192222419,38.0,3957.0,4936126.362859774,22.0,1280.0,4845421.059977943,67.0
9,58.0,2803.0,4300690.563022141,50.0,2769.0,4853904.3249690635,58.0,2803.0,4992142.668997679,80.0
10,37.0,2416.0,4717189.623417206,35.0,3088.0,4941463.369474212,28.0,1318.0,4821440.078771933,74.0
11,75.0,4090.0,4736389.156956856,64.0,3019.0,4752334.496357137,31.0,546.0,4792903.85319009,88.0
12,39.0,1964.0,4378468.828368926,45.0,3546.0,4778596.058618287,34.0,1323.0,4805522.678120672,65.0
