,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,930.0,2313340.1022495744,31.0,1638.0,2431325.2546183853,24.0,331.0,2439728.0693977084,0.0
1,50.0,1025.0,2366418.912293471,25.0,1337.0,2473632.469794327,53.0,756.0,2404644.9676569356,0.0
2,22.0,900.0,2315650.39232341,32.0,2727.0,2476245.4317294625,36.0,1180.0,2458578.5846806364,0.0
3,30.0,1265.0,2334597.694555506,41.0,2089.0,2429630.533909965,35.0,452.0,2422949.4878325528,0.0
4,10.0,481.0,2346667.9371542227,53.0,2469.0,2485115.268099635,30.0,517.0,2499548.4790186556,0.0
5,15.0,911.0,1545282.4460598,35.0,1829.0,2365504.914080299,38.0,881.0,2434176.458330492,0.0
6,45.0,2519.0,2266124.4412918803,60.0,3720.0,2471464.675852597,31.0,614.0,2496922.6648013997,0.0
7,18.0,556.0,2306816.9046713086,42.0,1399.0,2498754.4696280034,37.0,465.0,2483150.9355603834,0.0
8,10.0,298.0,2511414.708925779,56.0,2031.0,2478362.5749538084,40.0,693.0,2412765.125760832,0.0
9,16.0,772.0,2670293.0609446256,54.0,3305.0,2487507.1473528924,41.0,962.0,2456196.9639666276,0.0
10,20.0,1155.0,2390598.45513194,33.0,1576.0,2460062.634534187,39.0,685.0,2497211.451592206,0.0
11,57.0,1866.0,2187354.8178023193,42.0,1995.0,2459956.79399149,54.0,745.0,2381238.051909393,0.0
12,22.0,1206.0,1946694.9580693028,63.0,2508.0,2488235.889068704,34.0,492.0,2469212.3592033405,0.0
