,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,50.0,1404.0,4439621.049326339,46.0,2294.0,4988082.0706320945,48.0,909.0,4966108.556076955,0.0
1,80.0,3544.0,4674776.530498186,70.0,3053.0,4928808.207238873,46.0,618.0,4985269.320347746,0.0
2,70.0,3168.0,4694785.466001663,40.0,1436.0,4967217.492998992,70.0,1762.0,4935662.992878038,0.0
3,50.0,2469.0,4908309.66596771,41.0,3331.0,4852824.808994323,31.0,567.0,4866035.266559987,0.0
4,60.0,3044.0,3717207.4623138425,54.0,3830.0,4872742.565138768,55.0,1157.0,4968079.919582299,0.0
5,50.0,1746.0,4709064.194474957,68.0,3766.0,4964731.425054604,48.0,961.0,4986290.999885555,0.0
6,62.0,2185.0,4082343.3146763854,61.0,2449.0,4968332.023783512,64.0,1154.0,4968357.715683851,0.0
7,50.0,1519.0,4073964.4542676494,53.0,1851.0,4986508.845481169,43.0,709.0,4949147.152844887,0.0
8,70.0,2214.0,4945259.415890869,75.0,3237.0,4877784.007342826,52.0,751.0,4953430.553573357,0.0
9,56.0,2560.0,4632752.377868358,65.0,2919.0,4981430.607695569,68.0,1727.0,4987137.986321869,0.0
10,78.0,3132.0,4629468.711225407,73.0,4635.0,4939707.754199832,25.0,369.0,4981386.674280742,0.0
11,41.0,1605.0,4942916.691279842,58.0,2027.0,4968309.353394483,52.0,1476.0,4985156.264524142,0.0
12,50.0,1480.0,4655581.4159272155,67.0,2715.0,4997665.425809303,58.0,1455.0,4888032.180958104,0.0
