,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,191.0,9795.0,9748916.698473973,97.0,5049.0,9986328.270742513,73.0,1478.0,9903710.40433766,0.0
1,160.0,7845.0,9728399.358939003,105.0,6131.0,9979276.483352967,80.0,1702.0,9857385.360433007,0.0
2,178.0,10916.0,9931602.219624897,102.0,6874.0,9982282.709651671,85.0,3430.0,9954144.852753233,0.0
3,218.0,11999.0,9661000.761711363,111.0,7609.0,9881076.162261449,69.0,1393.0,9948230.351234421,0.0
4,160.0,10727.0,8938080.66228894,110.0,7879.0,9934975.922726203,66.0,1856.0,9852709.938050034,0.0
5,200.0,10903.0,9824072.35374228,102.0,6646.0,9935194.777856182,67.0,1810.0,9967290.267876593,0.0
6,200.0,9673.0,9772819.428339196,110.0,7301.0,9947167.48123565,73.0,1148.0,9808606.155369384,0.0
7,174.0,10158.0,9956983.893958578,111.0,7224.0,9993127.17671367,74.0,1970.0,9989432.813730419,0.0
8,157.0,9520.0,9840076.180997884,118.0,6634.0,9967442.04471168,73.0,1892.0,9977605.217221474,0.0
9,173.0,7850.0,9893767.77418441,132.0,6327.0,9930385.788222585,88.0,1250.0,9968725.247468114,0.0
10,135.0,7308.0,9105043.480736433,101.0,7770.0,9999944.235189216,60.0,1083.0,9952876.82646189,0.0
11,214.0,12280.0,9867777.658628188,108.0,7606.0,9965716.673797518,83.0,2091.0,9999004.21495226,0.0
12,219.0,11864.0,9702561.361831818,107.0,6134.0,9710226.220590148,79.0,1311.0,9976686.498499677,0.0
