,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,9.0,146.0,2345127.1060820827,19.0,1330.0,2486330.8215602445,13.0,288.0,2437629.482740424,24.0
1,29.0,1432.0,2436582.5021705334,24.0,1834.0,2427757.36318899,22.0,501.0,2403966.156023329,42.0
2,20.0,1406.0,2141733.526000639,28.0,1422.0,2442657.6163597032,20.0,747.0,2462528.8903648797,44.0
3,19.0,1419.0,1787051.1663136848,23.0,1699.0,2485699.5495346985,23.0,1240.0,2135048.6423784248,32.0
4,20.0,1112.0,1188431.4472134416,32.0,3008.0,2419272.4489445495,37.0,1400.0,2441321.7270940472,45.0
5,26.0,2137.0,1370856.2443560944,34.0,2610.0,2266150.3860876756,15.0,902.0,2499063.1026019957,39.0
6,9.0,139.0,1663032.2610095479,21.0,1341.0,2213591.00718308,23.0,1035.0,2346333.660792464,26.0
7,10.0,802.0,1987125.5309480806,30.0,2426.0,2489392.0015935395,10.0,613.0,2427660.148615769,34.0
8,10.0,662.0,1690811.628620559,25.0,1754.0,2413748.754397319,16.0,579.0,2480687.8282976747,26.0
9,30.0,1308.0,2117949.5464541316,31.0,1861.0,2307648.9202520563,31.0,1062.0,2486688.5596287493,41.0
10,10.0,960.0,1872571.5727086393,16.0,1308.0,2440318.787449729,16.0,484.0,2074924.9937261022,29.0
11,19.0,753.0,1955774.222750546,30.0,1456.0,2377396.880193686,39.0,1540.0,2365080.1038765823,49.0
12,9.0,180.0,2013945.1701519855,23.0,2235.0,2492053.576665894,18.0,859.0,2440726.2388722487,28.0
