,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,50.0,3108.0,4800853.507844303,43.0,2352.0,4912754.875706139,36.0,1119.0,4885992.0060262,64.0
1,30.0,2331.0,2944023.352159271,39.0,3053.0,4952520.029352246,22.0,2013.0,4846491.292908841,67.0
2,49.0,3725.0,4375545.859971724,48.0,5198.0,4961509.780052107,43.0,3227.0,4725315.717722787,65.0
3,19.0,949.0,4172659.287952862,33.0,2517.0,4704372.885592476,32.0,1667.0,4613359.94184381,51.0
4,42.0,3367.0,3965195.6806679033,45.0,3981.0,4924443.318984222,43.0,2928.0,4868751.6095898785,72.0
5,30.0,2427.0,4502567.396966912,36.0,2138.0,4935286.135052522,40.0,1811.0,4634091.562539586,66.0
6,45.0,3558.0,4835063.493069159,46.0,4040.0,4782141.014052988,36.0,2720.0,4607893.8121436825,56.0
7,37.0,2277.0,4828515.1544280425,41.0,2390.0,4764553.677521297,26.0,1110.0,4767790.1517186565,67.0
8,51.0,3688.0,4628774.4026901005,37.0,4042.0,4785166.047638431,37.0,1719.0,4871747.738330761,62.0
9,40.0,2973.0,3948034.2856347705,42.0,3844.0,4848908.120991223,24.0,1078.0,4661638.688965812,52.0
10,57.0,1717.0,3564693.1100496924,61.0,2156.0,4298992.438746475,61.0,2004.0,4880422.742289204,71.0
11,68.0,5185.0,4929080.340480843,60.0,4304.0,4911639.095988095,31.0,1595.0,4981295.496160034,71.0
12,52.0,4290.0,4674471.001284532,54.0,5031.0,4719771.039199342,36.0,3315.0,4807213.625604889,67.0
