,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,672.0,1436750.592897851,23.0,1049.0,2080261.555827931,9.0,128.0,2480070.1957339915,36.0
1,10.0,601.0,1556850.0566636098,20.0,1730.0,2447923.569161722,16.0,915.0,2480815.9485372207,27.0
2,19.0,1190.0,2478870.3439504844,25.0,1724.0,2461652.9709896413,17.0,1254.0,2159050.208393646,31.0
3,10.0,311.0,2469184.282639308,13.0,998.0,2311607.474304959,10.0,311.0,2469184.282639308,20.0
4,19.0,1359.0,1593938.9965923144,27.0,2014.0,2438674.606385243,27.0,1723.0,2451142.78108504,37.0
5,20.0,1574.0,2499145.4426467125,21.0,707.0,2143576.1550922436,24.0,1283.0,2404121.3109347695,29.0
6,19.0,1010.0,1985421.0998607916,23.0,1734.0,2443022.9930108516,22.0,1056.0,2357010.744848137,30.0
7,10.0,857.0,1858478.7819850764,23.0,1449.0,2270792.0033590314,19.0,919.0,2383671.608921806,23.0
8,19.0,962.0,2374528.9646031046,24.0,1547.0,2458275.4374181526,19.0,1647.0,2385073.281177225,26.0
9,16.0,1069.0,2100210.9815922426,29.0,1729.0,2377303.138156189,21.0,857.0,2275870.3645067494,38.0
10,10.0,118.0,842053.150869146,41.0,1541.0,2335711.5526548815,31.0,771.0,2217370.3230838617,46.0
11,35.0,2452.0,1952789.3707712195,35.0,2452.0,2411031.7854562993,11.0,389.0,2399345.9518430643,47.0
12,10.0,887.0,2093375.4629712875,29.0,3073.0,2328719.5308255176,14.0,812.0,2499178.42726456,36.0
