,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,10.0,442.0,1991282.2600842428,32.0,2222.0,2418279.0921050548,23.0,1317.0,2456840.8587555666,37.0
1,19.0,1067.0,2120245.0847532423,24.0,1706.0,2147072.2627038797,4.0,24.0,2290547.318933917,44.0
2,20.0,937.0,2452446.071742675,32.0,1896.0,2483389.9567970126,27.0,1544.0,2412240.957700372,41.0
3,10.0,330.0,2058006.5861843112,23.0,1442.0,2423410.42328591,23.0,966.0,2332987.718404424,38.0
4,10.0,242.0,1811866.7850947941,21.0,1590.0,2168574.4320013993,22.0,1012.0,2477773.151138872,28.0
5,20.0,814.0,2251803.81320474,30.0,2614.0,2248819.529846067,33.0,1351.0,2497911.3963910937,40.0
6,10.0,279.0,2344553.629366735,20.0,835.0,2496833.1134758797,17.0,326.0,2198212.6632472984,28.0
7,20.0,1240.0,1112277.3203068925,20.0,1252.0,2465350.7803792073,20.0,522.0,2152751.045131337,39.0
8,10.0,603.0,1984673.363833143,18.0,3324.0,2482866.493040317,19.0,1998.0,2473630.7834697124,26.0
9,20.0,699.0,1885961.7975236194,22.0,1683.0,2412142.392049024,27.0,965.0,1928496.8579264318,37.0
10,10.0,572.0,1491092.35486905,16.0,2010.0,2388036.8707882133,9.0,322.0,2484858.0211281236,37.0
11,20.0,1468.0,2345615.5395156196,18.0,1733.0,2458645.773750359,30.0,1592.0,2432524.50638166,46.0
12,10.0,477.0,2307005.4896549536,13.0,2112.0,2384283.3180065257,23.0,1469.0,2467675.7184646525,30.0
