,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,24.0,2129.0,4289554.0184121365,56.0,5367.0,4846527.471828571,48.0,3382.0,4861709.484493554,75.0
1,67.0,4040.0,4656827.927149488,59.0,3642.0,4464403.300240702,42.0,1985.0,4506727.93305065,81.0
2,56.0,3368.0,4841450.153295035,59.0,4744.0,4990104.515496936,37.0,1715.0,4563577.72387073,80.0
3,37.0,2835.0,4013447.4191123736,50.0,4507.0,4746987.260558406,25.0,757.0,4912765.715315625,71.0
4,47.0,2659.0,4727538.005575056,71.0,5055.0,4809076.214470793,46.0,2026.0,4982212.747226262,83.0
5,37.0,2122.0,4023360.7111345194,33.0,1853.0,4924137.37539026,21.0,630.0,4968642.842783079,57.0
6,44.0,3677.0,4630834.587649529,32.0,2945.0,4957737.919309104,40.0,2759.0,4661354.874365103,72.0
7,30.0,2259.0,4314888.53133736,45.0,3000.0,4718695.182704189,31.0,1648.0,4763969.069573793,65.0
8,56.0,2250.0,4812702.337750254,49.0,2683.0,4795256.67061099,55.0,1617.0,4722767.938127818,88.0
9,40.0,1840.0,4792654.735342207,45.0,3334.0,4997275.160189739,52.0,2607.0,4947275.727484737,80.0
10,55.0,2666.0,4913696.6549538225,42.0,2287.0,4706208.5539850835,27.0,488.0,4857308.816232071,76.0
11,37.0,2300.0,3792811.211700603,45.0,3928.0,4935263.966479901,54.0,3451.0,4943410.51540887,74.0
12,80.0,5824.0,4483530.262099798,54.0,3918.0,4732879.358926491,47.0,2047.0,4298655.272889467,100.0
