,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,54.0,2481.0,4641821.280919944,57.0,2514.0,4867981.76805623,53.0,1932.0,4977793.29923567,86.0
1,46.0,2720.0,3379583.4625599966,58.0,3836.0,4916920.239644608,45.0,1922.0,4993793.861163716,90.0
2,36.0,1997.0,4798941.419947792,42.0,2334.0,4954595.734410298,30.0,2022.0,4605100.5522439545,69.0
3,57.0,3493.0,4189734.7739347406,55.0,3921.0,4772251.313657239,43.0,1914.0,4846294.450340326,78.0
4,43.0,4123.0,4021850.10330893,46.0,4982.0,4841320.469938067,36.0,2438.0,4548352.6016264,84.0
5,28.0,1850.0,4524181.928663911,41.0,2597.0,4950466.1893982645,22.0,781.0,4493180.916137438,66.0
6,40.0,2503.0,4055841.206947111,65.0,4974.0,4522152.8580796635,57.0,2891.0,4966981.397357483,100.0
7,50.0,2463.0,4277778.801998993,42.0,2615.0,4858911.583783115,42.0,1523.0,4951730.5272866115,89.0
8,20.0,1160.0,3605171.451564572,51.0,3898.0,4772067.655506825,25.0,616.0,4800273.73855627,83.0
9,27.0,1752.0,3664545.185135739,43.0,4239.0,4646152.444566635,37.0,2111.0,4963860.158797115,77.0
10,50.0,3519.0,4863871.467727031,44.0,3510.0,4921884.103036564,34.0,991.0,4821014.894104565,114.0
11,20.0,1785.0,3896452.8771042423,51.0,4082.0,4959302.975818626,37.0,1969.0,4813773.759331127,89.0
12,47.0,2788.0,4724845.290225938,51.0,2744.0,4944968.269413327,22.0,390.0,4888144.821959869,88.0
