,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,43.0,1872.0,4005328.5279858494,66.0,3428.0,4916984.69752568,62.0,1895.0,4999640.159920918,0.0
1,39.0,2535.0,4334199.933380888,65.0,3399.0,4990042.052052553,38.0,879.0,4909049.327571883,0.0
2,40.0,992.0,3938356.502280433,65.0,2439.0,4923436.83039434,53.0,1031.0,4728087.689859287,0.0
3,60.0,1914.0,4490856.846813464,72.0,3418.0,4699560.945892808,58.0,1342.0,4980996.440655327,0.0
4,40.0,784.0,4758195.841289982,59.0,2002.0,4984529.506665691,57.0,1006.0,4900482.204624934,0.0
5,30.0,385.0,4664425.502862248,34.0,1915.0,4994255.239681304,50.0,922.0,4967222.7094751,0.0
6,40.0,910.0,4846268.2498137215,43.0,1871.0,4913623.206568879,31.0,531.0,4788327.390121229,0.0
7,58.0,2633.0,4031179.8343366524,47.0,2872.0,4705182.5793878855,40.0,910.0,4934636.008018382,0.0
8,54.0,2550.0,3222170.3625746057,46.0,2559.0,4982984.593190645,57.0,1516.0,4943436.210013191,0.0
9,30.0,417.0,4105565.897636872,69.0,3970.0,4929725.431723302,56.0,1022.0,4992334.811981439,0.0
10,33.0,1422.0,4494360.34536565,63.0,3156.0,4961425.89796021,55.0,1094.0,4737161.007513409,0.0
11,47.0,2060.0,3878844.8214941463,65.0,3369.0,4977966.877322305,31.0,1610.0,4994068.5867793355,0.0
12,20.0,480.0,3576075.791120081,51.0,4157.0,4993280.080583768,46.0,1460.0,4842274.940804035,0.0
