,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,30.0,1013.0,2127898.2780350144,53.0,2757.0,2485098.653329482,56.0,1795.0,2485680.032629837,0.0
1,20.0,423.0,2127667.571462632,52.0,2610.0,2480557.3708837735,47.0,994.0,2456899.2884756117,0.0
2,30.0,1655.0,1810149.5465354833,39.0,1471.0,2487295.175012593,42.0,1148.0,2496030.297201807,0.0
3,25.0,1393.0,1894125.605918802,53.0,4266.0,2478494.561162994,26.0,504.0,2487414.392966218,0.0
4,20.0,975.0,2390876.211909391,40.0,3285.0,2436073.500710452,31.0,722.0,2385617.1044526123,0.0
5,50.0,1784.0,2213159.676358446,13.0,1590.0,2496520.72666017,17.0,287.0,2454771.300678358,0.0
6,30.0,593.0,2396459.9451161064,52.0,2927.0,2482030.563233744,56.0,1860.0,2468929.4075503144,0.0
7,30.0,491.0,2314540.5265114657,27.0,2471.0,2462997.7540343385,49.0,1865.0,2419541.6105432925,0.0
8,20.0,767.0,1790882.1685865056,29.0,1726.0,2472411.7726540174,29.0,610.0,2462588.5130364345,0.0
9,20.0,861.0,2484098.4743898204,43.0,3117.0,2426613.5149141704,29.0,446.0,2432375.9214253547,0.0
10,16.0,622.0,2496221.6123726256,64.0,3964.0,2496863.7451908872,39.0,841.0,2497785.3906878093,0.0
11,20.0,550.0,2175147.4310079548,47.0,2711.0,2476055.4543381,35.0,682.0,2471654.2241743803,0.0
12,30.0,890.0,1816486.822991953,62.0,3340.0,2465197.1705602,25.0,399.0,2412269.5466410327,0.0
