,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,10.0,831.0,1859880.6441027552,51.0,3103.0,2316305.7872704165,25.0,1273.0,2470745.615071501,56.0
1,10.0,604.0,2620888.299311708,26.0,2020.0,2430697.731268337,25.0,1599.0,2490757.2658057553,29.0
2,19.0,1634.0,2084193.5315660313,31.0,3293.0,2366935.729462276,25.0,1759.0,2499055.6551212477,42.0
3,20.0,1332.0,1142824.1497141793,34.0,2989.0,2384492.688862805,27.0,1322.0,2301983.9339896487,50.0
4,10.0,883.0,1894414.5728641287,19.0,1982.0,2308414.684083661,13.0,391.0,2485051.581052721,36.0
5,20.0,961.0,1688074.3726126798,24.0,2053.0,2481734.6763760094,23.0,893.0,2343828.054842009,44.0
6,20.0,1559.0,1704953.499779952,43.0,4035.0,2355327.72825,28.0,2522.0,2335994.9630380063,54.0
7,10.0,459.0,1482730.7772677203,33.0,2259.0,2462560.5698781116,31.0,2530.0,2269718.4675979214,44.0
8,10.0,877.0,2295093.3948013745,32.0,1394.0,2119880.529317871,20.0,303.0,2386909.8386911796,45.0
9,20.0,1045.0,2384835.9786880757,28.0,1985.0,2478750.1411882024,26.0,949.0,2442257.558889365,35.0
10,29.0,1891.0,2099847.197272686,27.0,1746.0,2490960.799601872,16.0,965.0,2333932.8252904294,39.0
11,10.0,0.0,1664718.444863247,16.0,930.0,2435951.047387988,13.0,225.0,2216767.6808895282,45.0
12,36.0,2449.0,2272028.3054833543,36.0,2449.0,2454825.373136683,6.0,52.0,2467130.038755271,42.0
