,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,70.0,2957.0,4777552.219334888,65.0,4443.0,4962498.079169502,57.0,1442.0,4962685.306841257,0.0
1,70.0,1560.0,4995135.4993861,69.0,3153.0,4976990.0198850855,73.0,1815.0,4977869.1587424055,0.0
2,82.0,4181.0,4865826.565911827,82.0,3295.0,4921292.565696888,41.0,598.0,4944209.002383738,0.0
3,70.0,2102.0,3967624.2640761496,80.0,3908.0,4956859.661006733,76.0,1820.0,4938547.28028317,0.0
4,80.0,2723.0,4927934.832152825,81.0,3582.0,4981891.328417882,59.0,1023.0,4961063.079274164,0.0
5,70.0,2706.0,4595028.663269111,74.0,3715.0,4946828.816230759,43.0,560.0,4989448.361938287,0.0
6,75.0,3616.0,4252968.058264122,98.0,5886.0,4986456.974635472,45.0,1245.0,4965156.383745717,0.0
7,50.0,2119.0,4995590.375589041,84.0,3141.0,4916936.593670257,62.0,899.0,4977845.514954394,0.0
8,30.0,660.0,4225054.456943313,65.0,1884.0,4984871.721516176,40.0,599.0,4986877.486382838,0.0
9,66.0,3650.0,4587587.142537983,70.0,3558.0,4994915.378645697,45.0,954.0,4878776.12018977,0.0
10,50.0,2294.0,4685476.023645571,82.0,3908.0,4990979.452790676,63.0,1303.0,4962970.458108563,0.0
11,77.0,2236.0,3486868.1319479314,91.0,3123.0,4908866.240581719,64.0,851.0,4940412.028857669,0.0
12,52.0,2005.0,4743845.1903892355,92.0,3189.0,4969314.819834852,77.0,1561.0,4950617.752306436,0.0
