,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,30.0,1556.0,2185733.2420791457,37.0,2205.0,2220701.573066545,29.0,955.0,2139878.2612625705,57.0
1,19.0,855.0,2130433.4468178097,27.0,1774.0,2259381.1394039737,26.0,502.0,2406660.6399614504,49.0
2,10.0,453.0,1820958.501236545,29.0,1895.0,2283864.51410717,14.0,250.0,2317810.2066569095,44.0
3,20.0,760.0,1204676.2731632548,38.0,1578.0,1909311.478748106,20.0,397.0,2443833.550660814,45.0
4,10.0,514.0,2599419.9098805087,23.0,1545.0,2372674.6356860707,21.0,653.0,2365038.6794634103,36.0
5,10.0,953.0,1109600.4621834045,21.0,1079.0,2171885.753014649,33.0,573.0,2250295.8552553644,48.0
6,10.0,383.0,1325079.4387942448,31.0,1445.0,2337034.56880826,23.0,682.0,2462705.7033763058,35.0
7,20.0,364.0,2430666.1739778128,33.0,918.0,2097847.228977504,33.0,782.0,2467038.7493069875,50.0
8,20.0,869.0,1877983.5285653858,29.0,2105.0,2416251.24769276,19.0,1446.0,2433999.4708602806,40.0
9,10.0,512.0,2517663.2938540373,30.0,1979.0,2474584.0594765646,34.0,1112.0,2378284.144780999,51.0
10,20.0,1026.0,2180185.0860291314,14.0,1111.0,2490203.3534424384,20.0,894.0,2382011.584646498,38.0
11,9.0,756.0,1548370.6661940229,20.0,1216.0,2256477.4152114764,22.0,904.0,2297596.8621718846,40.0
12,10.0,127.0,2031126.146123808,13.0,796.0,2301014.542634296,16.0,452.0,2499609.9751980617,37.0
