,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,18.0,1166.0,2152287.6404318605,52.0,2327.0,2357554.201762138,28.0,651.0,2410680.785534572,0.0
1,30.0,801.0,2379228.5742402524,46.0,1391.0,2390044.7312382716,33.0,555.0,2450556.8841578616,0.0
2,50.0,1849.0,2321379.5067473203,29.0,1227.0,2448060.9710107553,26.0,358.0,2437212.580479592,0.0
3,40.0,1368.0,2109085.505502292,35.0,1608.0,2480535.846805517,24.0,365.0,2456879.867892971,0.0
4,30.0,1457.0,1988220.7211315732,33.0,1841.0,2496551.170577081,50.0,1294.0,2464580.9601386325,0.0
5,60.0,2883.0,2067301.8955583537,80.0,4472.0,2481844.3449678877,30.0,457.0,2442598.497434959,0.0
6,30.0,1759.0,2284987.688878454,30.0,2287.0,2496918.5008769683,31.0,503.0,2456453.4605319942,0.0
7,14.0,522.0,2169572.02345627,63.0,4322.0,2410915.6259232527,39.0,1136.0,2405493.477216158,0.0
8,40.0,1664.0,2486897.9588621883,40.0,2516.0,2484031.192895673,25.0,361.0,2497745.9614503356,0.0
9,20.0,1173.0,2063732.1445191018,43.0,2489.0,2459573.3774062656,24.0,367.0,2492482.502561959,0.0
10,30.0,504.0,2224996.478357017,23.0,1451.0,2489365.774622126,40.0,809.0,2396744.4296160717,0.0
11,16.0,532.0,1633492.1871584079,41.0,2992.0,2316810.7843583636,45.0,803.0,2455272.076710872,0.0
12,10.0,541.0,1582367.2643193249,53.0,2659.0,2462519.5059079314,26.0,336.0,2454239.2734242207,0.0
