,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,48.0,3435.0,4167420.8115177713,58.0,3902.0,4901427.923538004,60.0,3890.0,4810919.826253492,104.0
1,19.0,936.0,3666247.3440164393,36.0,2850.0,4759904.670496412,42.0,2293.0,4448125.506449323,70.0
2,41.0,2996.0,4716059.421942967,60.0,5623.0,4860896.820003009,41.0,2487.0,4796640.620490449,94.0
3,46.0,3404.0,4716938.972675947,68.0,5798.0,4951317.284184546,40.0,1792.0,4823622.009744149,95.0
4,30.0,2466.0,3474623.775208848,57.0,4847.0,4907867.445362783,15.0,473.0,4960904.445168465,79.0
5,46.0,3351.0,4920687.202440717,54.0,4069.0,4819529.047437975,45.0,1908.0,4773994.340759015,82.0
6,66.0,5166.0,4494232.470139201,56.0,5230.0,4973623.557943427,22.0,862.0,4972985.331280142,99.0
7,20.0,1319.0,4084115.518231591,45.0,2926.0,4762268.615187401,38.0,1599.0,4959596.797062949,90.0
8,30.0,1544.0,4644213.540264574,53.0,3302.0,4792263.533438032,37.0,941.0,4853130.572053536,90.0
9,45.0,2038.0,4615583.84279461,43.0,3595.0,4753273.629632813,36.0,1982.0,4893831.275462244,78.0
10,38.0,2334.0,3308717.8098504227,46.0,2954.0,4879674.154480498,32.0,1617.0,4600113.212212681,80.0
11,39.0,1343.0,4906899.648822574,32.0,1325.0,4909087.744334625,35.0,347.0,4851243.347328645,83.0
12,50.0,3865.0,4534467.575853722,57.0,4694.0,4997756.350990619,24.0,1128.0,4796228.000579281,74.0
