,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,30.0,929.0,2076144.2008171785,49.0,3047.0,2491031.626362742,53.0,929.0,2475626.920264529,0.0
1,55.0,2431.0,2378759.4634609856,77.0,4624.0,2438595.473961536,27.0,696.0,2463087.3491021213,0.0
2,48.0,1706.0,2380463.17275265,47.0,2633.0,2473550.8067130614,56.0,1274.0,2439701.269524413,0.0
3,15.0,784.0,2001775.522463365,62.0,3000.0,2415887.5539983204,42.0,641.0,2497210.5409359606,0.0
4,10.0,419.0,1015462.263104452,59.0,2288.0,2480041.840872923,46.0,783.0,2481785.7255757498,0.0
5,30.0,988.0,2187222.79963914,53.0,3109.0,2416872.056706367,44.0,905.0,2475751.556559314,0.0
6,50.0,1990.0,2004172.2981767957,56.0,2297.0,2456414.09403901,45.0,1066.0,2454696.7040716703,0.0
7,11.0,582.0,2035443.8263508866,72.0,3933.0,2450501.3072302686,35.0,731.0,2476228.843044107,0.0
8,50.0,2268.0,2460861.8970109946,38.0,1822.0,2459841.7800216004,36.0,603.0,2459717.8241923666,0.0
9,10.0,149.0,645000.8760800622,38.0,2114.0,2444775.3486363757,22.0,431.0,2496673.148683152,0.0
10,30.0,1340.0,2475277.8941787123,59.0,2081.0,2378868.3837706978,34.0,524.0,2357176.819619993,0.0
11,40.0,1540.0,2140377.935778305,35.0,2489.0,2471984.8772946997,44.0,820.0,2496232.17012587,0.0
12,30.0,1323.0,2408331.2651591143,46.0,2768.0,2469577.1108347257,15.0,225.0,2499745.0005917805,0.0
