,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,122.0,11074.0,9882974.22705192,91.0,7627.0,9838033.031636164,76.0,5244.0,9451548.602059808,126.0
1,109.0,10626.0,8977467.364965387,82.0,5129.0,9722075.986059822,77.0,4416.0,9897941.436852448,109.0
2,119.0,11735.0,8694146.868764397,94.0,6800.0,9555809.100832127,71.0,3617.0,9935458.425497072,119.0
3,111.0,11073.0,9956741.332814818,83.0,6720.0,9971085.76642755,75.0,5414.0,9899417.514437163,113.0
4,114.0,11010.0,9497909.98080808,88.0,6502.0,9774564.497440763,73.0,4041.0,9443541.499504492,114.0
5,79.0,8101.0,9648845.289028857,62.0,5114.0,9974609.35978858,42.0,1926.0,9954982.776374925,84.0
6,93.0,12434.0,8228505.693017777,60.0,5912.0,9882978.944789004,61.0,5149.0,9700006.60212779,93.0
7,109.0,10654.0,9758231.287945548,67.0,6202.0,9837044.397416936,70.0,5042.0,9937759.540530534,119.0
8,113.0,8541.0,9485981.628997546,84.0,4500.0,9791994.729107844,88.0,4888.0,9819058.803280087,121.0
9,118.0,10924.0,8823702.869996663,74.0,5326.0,9766887.818508616,80.0,4307.0,9472514.816360794,118.0
10,108.0,10704.0,9760456.054674936,78.0,4702.0,9939302.097643815,63.0,2687.0,9881187.275642984,108.0
11,101.0,13122.0,9724311.072010053,71.0,6623.0,9946659.429999065,84.0,7159.0,9816691.421737695,101.0
12,123.0,12699.0,9100271.856892036,97.0,7725.0,9472552.212464288,100.0,7567.0,9890943.201423526,123.0
