,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,161.0,5635.0,9598354.715457663,136.0,7400.0,9931026.657769052,80.0,1533.0,9945552.090651734,0.0
1,206.0,7477.0,9116923.318746544,128.0,7285.0,9982185.60030417,80.0,1644.0,9999859.982864065,0.0
2,214.0,7233.0,9991526.948942749,106.0,5129.0,9893270.299159445,84.0,1394.0,9968837.015031198,0.0
3,182.0,7994.0,9550083.271981329,111.0,6338.0,9994111.013692044,123.0,3342.0,9973161.032020796,0.0
4,270.0,11476.0,9963487.906984493,135.0,7746.0,9827376.43375608,122.0,3679.0,9938972.638740702,0.0
5,207.0,8859.0,9314394.01209425,117.0,7419.0,9976611.432618199,100.0,2981.0,9993066.058169225,0.0
6,152.0,7401.0,9923850.721055575,116.0,6723.0,9946516.607947597,97.0,2405.0,9962639.084299637,0.0
7,228.0,8994.0,9603765.698220115,145.0,10074.0,9956389.631795589,78.0,1602.0,9981878.034637071,0.0
8,182.0,8699.0,9890921.667672846,117.0,7816.0,9917751.796798538,65.0,1493.0,9960095.003576074,0.0
9,145.0,5686.0,9467370.681910193,95.0,5614.0,9968394.892473215,97.0,2949.0,9945845.362538775,0.0
10,119.0,4934.0,9772393.158228325,139.0,10815.0,9972927.099498013,115.0,4439.0,9787172.073255392,0.0
11,190.0,7876.0,9959429.87250672,102.0,7874.0,9970355.958403047,114.0,2839.0,9951282.173146335,0.0
12,182.0,9283.0,9899742.18382569,126.0,7845.0,9865437.833167147,78.0,2016.0,9977414.080099668,0.0
