,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,9.0,502.0,2400624.2673276514,11.0,1980.0,2497305.9088974744,9.0,502.0,2400624.2673276514,14.0
1,10.0,231.0,1818149.905754812,26.0,2618.0,2198501.449336512,18.0,753.0,2471743.833563469,29.0
2,9.0,243.0,1878629.8632786064,14.0,920.0,1934117.3445191327,11.0,558.0,2103658.233296264,18.0
3,20.0,1386.0,1913027.9439045044,20.0,1272.0,2172239.647203171,21.0,901.0,1888528.546785195,32.0
4,10.0,486.0,1613245.8181874577,15.0,2205.0,2093210.423832631,31.0,1995.0,2169953.0024245004,32.0
5,20.0,1463.0,2229275.2916576313,20.0,1463.0,2229275.2916576313,14.0,768.0,2283765.9938949463,25.0
6,10.0,268.0,960054.8164578162,17.0,951.0,2368241.311058171,24.0,1092.0,2094553.4974867546,25.0
7,17.0,408.0,1178608.5167868354,20.0,784.0,2218749.4942917256,27.0,1338.0,2318543.518068348,35.0
8,15.0,1558.0,1398394.361656069,20.0,2119.0,2477423.0618754113,11.0,616.0,2065957.0956907459,21.0
9,10.0,253.0,2292000.9258422283,10.0,253.0,2292000.9258422283,10.0,253.0,2292000.9258422283,11.0
10,13.0,1506.0,2293744.14719914,13.0,2883.0,2306635.962233257,12.0,1486.0,2473792.6563515533,16.0
11,10.0,927.0,1553135.3317269757,20.0,1701.0,2472526.1540191835,17.0,1210.0,2374964.214988251,20.0
12,17.0,566.0,2027010.2084294606,28.0,1449.0,2485409.6826674445,22.0,906.0,2407880.3539142646,28.0
